"","Units","scenario","region","gcam-consumer","nodeinput","input","year","value","Scenario","climate"
"40","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.0415288,"GCAM","None"
"41","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.0416536,"GCAM","None"
"42","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.0416831,"GCAM","None"
"43","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.0416416,"GCAM","None"
"44","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.0414893,"GCAM","None"
"45","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.385124,"GCAM","None"
"46","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.320242,"GCAM","None"
"47","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.326498,"GCAM","None"
"48","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.308137,"GCAM","None"
"49","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.304967,"GCAM","None"
"50","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.30725,"GCAM","None"
"51","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.307697,"GCAM","None"
"52","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.306593,"GCAM","None"
"53","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.304748,"GCAM","None"
"54","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,0.303942,"GCAM","None"
"55","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,0.304104,"GCAM","None"
"56","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,0.303089,"GCAM","None"
"57","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,0.306698,"GCAM","None"
"58","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,0.309234,"GCAM","None"
"59","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,0.311361,"GCAM","None"
"60","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,0.312274,"GCAM","None"
"61","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,0.312649,"GCAM","None"
"62","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,0.312911,"GCAM","None"
"63","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.313129,"GCAM","None"
"64","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.313074,"GCAM","None"
"65","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.312818,"GCAM","None"
"66","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.312295,"GCAM","None"
"67","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.02604,"GCAM","None"
"68","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.025817,"GCAM","None"
"69","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.026863,"GCAM","None"
"70","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.0264329,"GCAM","None"
"71","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2015,0.0261315,"GCAM","None"
"72","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2020,0.0260672,"GCAM","None"
"73","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2025,0.0262507,"GCAM","None"
"74","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2030,0.0261548,"GCAM","None"
"75","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2035,0.0263342,"GCAM","None"
"76","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2040,0.0265512,"GCAM","None"
"77","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2045,0.0268476,"GCAM","None"
"78","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2050,0.0270425,"GCAM","None"
"79","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2055,0.0273749,"GCAM","None"
"80","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2060,0.0275609,"GCAM","None"
"81","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2065,0.0276928,"GCAM","None"
"82","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2070,0.0277263,"GCAM","None"
"83","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2075,0.02771,"GCAM","None"
"84","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.0276803,"GCAM","None"
"85","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.0276165,"GCAM","None"
"86","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.0275212,"GCAM","None"
"87","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.0274161,"GCAM","None"
"88","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.0272637,"GCAM","None"
"89","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.559309,"GCAM","None"
"90","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.288219,"GCAM","None"
"91","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.254791,"GCAM","None"
"92","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.232156,"GCAM","None"
"93","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.226534,"GCAM","None"
"94","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.225591,"GCAM","None"
"95","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.225605,"GCAM","None"
"96","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.225209,"GCAM","None"
"97","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.226296,"GCAM","None"
"98","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,0.227762,"GCAM","None"
"99","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,0.229525,"GCAM","None"
"100","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,0.230624,"GCAM","None"
"101","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,0.233758,"GCAM","None"
"102","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,0.23595,"GCAM","None"
"103","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,0.237617,"GCAM","None"
"104","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,0.238525,"GCAM","None"
"105","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,0.238971,"GCAM","None"
"106","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,0.239205,"GCAM","None"
"107","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.239308,"GCAM","None"
"108","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.239253,"GCAM","None"
"109","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.239153,"GCAM","None"
"110","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.238605,"GCAM","None"
"111","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.044549,"GCAM","None"
"112","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.0421755,"GCAM","None"
"113","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.0417657,"GCAM","None"
"114","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.0441231,"GCAM","None"
"115","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2015,0.0433531,"GCAM","None"
"116","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2020,0.0426436,"GCAM","None"
"117","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2025,0.0424724,"GCAM","None"
"118","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2030,0.0421909,"GCAM","None"
"119","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2035,0.0421422,"GCAM","None"
"120","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2040,0.0421647,"GCAM","None"
"121","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2045,0.0423429,"GCAM","None"
"122","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2050,0.0424681,"GCAM","None"
"123","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2055,0.043454,"GCAM","None"
"124","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2060,0.0442767,"GCAM","None"
"125","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2065,0.0450364,"GCAM","None"
"126","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2070,0.0456675,"GCAM","None"
"127","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2075,0.0461711,"GCAM","None"
"128","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.046575,"GCAM","None"
"129","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.046843,"GCAM","None"
"130","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.0469582,"GCAM","None"
"131","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.0469478,"GCAM","None"
"132","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.0470391,"GCAM","None"
"133","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.390602,"GCAM","None"
"134","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.287137,"GCAM","None"
"135","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.28545,"GCAM","None"
"136","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.259493,"GCAM","None"
"137","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.248112,"GCAM","None"
"138","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.248191,"GCAM","None"
"139","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.250114,"GCAM","None"
"140","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.251887,"GCAM","None"
"141","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.251675,"GCAM","None"
"142","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,0.251594,"GCAM","None"
"143","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,0.251632,"GCAM","None"
"144","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,0.251344,"GCAM","None"
"145","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,0.254795,"GCAM","None"
"146","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,0.257657,"GCAM","None"
"147","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,0.26016,"GCAM","None"
"148","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,0.262124,"GCAM","None"
"149","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,0.263613,"GCAM","None"
"150","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,0.264734,"GCAM","None"
"151","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.265575,"GCAM","None"
"152","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.26616,"GCAM","None"
"153","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.266617,"GCAM","None"
"154","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.266866,"GCAM","None"
"155","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.0528215,"GCAM","None"
"156","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.0510511,"GCAM","None"
"157","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.0497996,"GCAM","None"
"158","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.0524772,"GCAM","None"
"159","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2015,0.054664,"GCAM","None"
"160","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2020,0.0548236,"GCAM","None"
"161","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2025,0.0556292,"GCAM","None"
"162","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2030,0.0561414,"GCAM","None"
"163","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2035,0.0563236,"GCAM","None"
"164","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2040,0.0565065,"GCAM","None"
"165","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2045,0.0567592,"GCAM","None"
"166","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2050,0.0569447,"GCAM","None"
"167","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2055,0.0584557,"GCAM","None"
"168","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2060,0.0597888,"GCAM","None"
"169","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2065,0.0610208,"GCAM","None"
"170","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2070,0.0620928,"GCAM","None"
"171","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2075,0.0630163,"GCAM","None"
"172","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.063811,"GCAM","None"
"173","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.0644554,"GCAM","None"
"174","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.0649348,"GCAM","None"
"175","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.0652901,"GCAM","None"
"176","2005$/Mcal/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.0654951,"GCAM","None"
"177","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.751776,"GCAM","None"
"178","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.326043,"GCAM","None"
"179","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.276584,"GCAM","None"
"180","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.249561,"GCAM","None"
"181","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.264681,"GCAM","None"
"182","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.265362,"GCAM","None"
"183","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.266885,"GCAM","None"
"184","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.267594,"GCAM","None"
"185","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.268538,"GCAM","None"
"186","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,0.269606,"GCAM","None"
"187","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,0.27087,"GCAM","None"
"188","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,0.271486,"GCAM","None"
"189","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,0.272883,"GCAM","None"
"190","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,0.27361,"GCAM","None"
"191","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,0.27403,"GCAM","None"
"192","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,0.274114,"GCAM","None"
"193","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,0.274085,"GCAM","None"
"194","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,0.274043,"GCAM","None"
"195","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.27389,"GCAM","None"
"196","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.2736,"GCAM","None"
"197","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.273205,"GCAM","None"
"198","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.272626,"GCAM","None"
"199","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.0352119,"GCAM","None"
"200","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.0343037,"GCAM","None"
"201","2005$/Mcal/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.0328921,"GCAM","None"
