"","Units","scenario","region","gcam-consumer","nodeinput","input","year","value","Scenario","climate"
"5155","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2025,1.37872,"BaseClim","None"
"5156","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2030,1.45517,"BaseClim","None"
"5157","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2035,1.54047,"BaseClim","None"
"5158","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2040,1.63504,"BaseClim","None"
"5159","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2045,1.73477,"BaseClim","None"
"5160","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2050,1.83537,"BaseClim","None"
"5161","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2055,1.93471,"BaseClim","None"
"5162","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2060,2.03449,"BaseClim","None"
"5163","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2065,2.13287,"BaseClim","None"
"5164","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2070,2.23179,"BaseClim","None"
"5165","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2075,2.3306,"BaseClim","None"
"5166","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2080,2.4186,"BaseClim","None"
"5167","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2085,2.49368,"BaseClim","None"
"5168","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2090,2.56548,"BaseClim","None"
"5169","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2095,2.63225,"BaseClim","None"
"5170","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_NonStaples",2100,2.69221,"BaseClim","None"
"5171","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",1975,1.24627,"BaseClim","None"
"5172","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",1990,1.24962,"BaseClim","None"
"5173","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2005,1.21234,"BaseClim","None"
"5174","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2010,1.27069,"BaseClim","None"
"5175","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2015,1.27171,"BaseClim","None"
"5176","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2020,1.25744,"BaseClim","None"
"5177","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2025,1.23789,"BaseClim","None"
"5178","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2030,1.21376,"BaseClim","None"
"5179","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2035,1.18921,"BaseClim","None"
"5180","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2040,1.16463,"BaseClim","None"
"5181","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2045,1.14136,"BaseClim","None"
"5182","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2050,1.12053,"BaseClim","None"
"5183","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2055,1.10185,"BaseClim","None"
"5184","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2060,1.08514,"BaseClim","None"
"5185","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2065,1.07032,"BaseClim","None"
"5186","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2070,1.05693,"BaseClim","None"
"5187","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2075,1.04485,"BaseClim","None"
"5188","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2080,1.03504,"BaseClim","None"
"5189","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2085,1.02732,"BaseClim","None"
"5190","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2090,1.02045,"BaseClim","None"
"5191","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2095,1.0145,"BaseClim","None"
"5192","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group5","FoodDemand","FoodDemand_Staples",2100,1.00949,"BaseClim","None"
"5193","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",1975,0.738829,"BaseClim","None"
"5194","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",1990,0.807428,"BaseClim","None"
"5195","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2005,0.990046,"BaseClim","None"
"5196","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2010,1.24201,"BaseClim","None"
"5197","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2015,1.4006,"BaseClim","None"
"5198","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2020,1.46275,"BaseClim","None"
"5199","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2025,1.52467,"BaseClim","None"
"5200","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2030,1.59996,"BaseClim","None"
"5201","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2035,1.67985,"BaseClim","None"
"5202","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2040,1.76797,"BaseClim","None"
"5203","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2045,1.86198,"BaseClim","None"
"5204","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2050,1.96019,"BaseClim","None"
"5205","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2055,2.05796,"BaseClim","None"
"5206","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2060,2.15329,"BaseClim","None"
"5207","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2065,2.24827,"BaseClim","None"
"5208","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2070,2.33291,"BaseClim","None"
"5209","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2075,2.41172,"BaseClim","None"
"5210","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2080,2.48899,"BaseClim","None"
"5211","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2085,2.56387,"BaseClim","None"
"5212","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2090,2.63114,"BaseClim","None"
"5213","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2095,2.69527,"BaseClim","None"
"5214","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_NonStaples",2100,2.7545,"BaseClim","None"
"5215","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",1975,1.20691,"BaseClim","None"
"5216","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",1990,1.20453,"BaseClim","None"
"5217","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2005,1.16382,"BaseClim","None"
"5218","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2010,1.22259,"BaseClim","None"
"5219","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2015,1.22597,"BaseClim","None"
"5220","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2020,1.21094,"BaseClim","None"
"5221","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2025,1.19293,"BaseClim","None"
"5222","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2030,1.17288,"BaseClim","None"
"5223","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2035,1.15342,"BaseClim","None"
"5224","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2040,1.13385,"BaseClim","None"
"5225","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2045,1.11492,"BaseClim","None"
"5226","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2050,1.09724,"BaseClim","None"
"5227","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2055,1.08114,"BaseClim","None"
"5228","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2060,1.06706,"BaseClim","None"
"5229","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2065,1.05436,"BaseClim","None"
"5230","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2070,1.04406,"BaseClim","None"
"5231","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2075,1.03524,"BaseClim","None"
"5232","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2080,1.02722,"BaseClim","None"
"5233","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2085,1.02002,"BaseClim","None"
"5234","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2090,1.01399,"BaseClim","None"
"5235","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2095,1.00861,"BaseClim","None"
"5236","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group6","FoodDemand","FoodDemand_Staples",2100,1.00395,"BaseClim","None"
"5237","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",1975,0.846024,"BaseClim","None"
"5238","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",1990,0.939466,"BaseClim","None"
"5239","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2005,1.13199,"BaseClim","None"
"5240","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2010,1.38813,"BaseClim","None"
"5241","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2015,1.55036,"BaseClim","None"
"5242","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2020,1.60723,"BaseClim","None"
"5243","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2025,1.66901,"BaseClim","None"
"5244","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2030,1.7509,"BaseClim","None"
"5245","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2035,1.83441,"BaseClim","None"
"5246","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2040,1.9214,"BaseClim","None"
"5247","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2045,2.00504,"BaseClim","None"
"5248","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2050,2.09192,"BaseClim","None"
"5249","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2055,2.17743,"BaseClim","None"
"5250","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2060,2.26273,"BaseClim","None"
"5251","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2065,2.34784,"BaseClim","None"
"5252","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2070,2.43375,"BaseClim","None"
"5253","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2075,2.50769,"BaseClim","None"
"5254","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2080,2.57486,"BaseClim","None"
"5255","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2085,2.63922,"BaseClim","None"
"5256","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2090,2.70126,"BaseClim","None"
"5257","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2095,2.75813,"BaseClim","None"
"5258","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_NonStaples",2100,2.8083,"BaseClim","None"
"5259","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",1975,1.16459,"BaseClim","None"
"5260","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",1990,1.15682,"BaseClim","None"
"5261","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2005,1.11541,"BaseClim","None"
"5262","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2010,1.17629,"BaseClim","None"
"5263","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2015,1.18217,"BaseClim","None"
"5264","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2020,1.1705,"BaseClim","None"
"5265","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2025,1.15533,"BaseClim","None"
"5266","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2030,1.13698,"BaseClim","None"
"5267","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2035,1.11992,"BaseClim","None"
"5268","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2040,1.10367,"BaseClim","None"
"5269","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2045,1.08931,"BaseClim","None"
"5270","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2050,1.0758,"BaseClim","None"
"5271","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2055,1.06339,"BaseClim","None"
"5272","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2060,1.05215,"BaseClim","None"
"5273","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2065,1.04187,"BaseClim","None"
"5274","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2070,1.03239,"BaseClim","None"
"5275","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2075,1.02486,"BaseClim","None"
"5276","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2080,1.01846,"BaseClim","None"
"5277","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2085,1.01272,"BaseClim","None"
"5278","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2090,1.00752,"BaseClim","None"
"5279","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2095,1.00304,"BaseClim","None"
"5280","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group7","FoodDemand","FoodDemand_Staples",2100,0.999314,"BaseClim","None"
"5281","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",1975,0.973674,"BaseClim","None"
"5282","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",1990,1.08898,"BaseClim","None"
"5283","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2005,1.28799,"BaseClim","None"
"5284","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2010,1.54891,"BaseClim","None"
"5285","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2015,1.70192,"BaseClim","None"
"5286","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2020,1.76797,"BaseClim","None"
"5287","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2025,1.83897,"BaseClim","None"
"5288","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2030,1.92562,"BaseClim","None"
"5289","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2035,2.01034,"BaseClim","None"
"5290","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2040,2.08682,"BaseClim","None"
"5291","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2045,2.16754,"BaseClim","None"
"5292","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2050,2.2496,"BaseClim","None"
"5293","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2055,2.32722,"BaseClim","None"
"5294","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2060,2.40165,"BaseClim","None"
"5295","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2065,2.47132,"BaseClim","None"
"5296","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2070,2.53541,"BaseClim","None"
"5297","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2075,2.59879,"BaseClim","None"
"5298","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2080,2.65857,"BaseClim","None"
"5299","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2085,2.71539,"BaseClim","None"
"5300","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2090,2.76803,"BaseClim","None"
"5301","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2095,2.81592,"BaseClim","None"
"5302","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_NonStaples",2100,2.86316,"BaseClim","None"
"5303","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",1975,1.11947,"BaseClim","None"
"5304","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",1990,1.11024,"BaseClim","None"
"5305","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2005,1.07034,"BaseClim","None"
"5306","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2010,1.13353,"BaseClim","None"
"5307","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2015,1.14491,"BaseClim","None"
"5308","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2020,1.13296,"BaseClim","None"
"5309","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2025,1.11855,"BaseClim","None"
"5310","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2030,1.10256,"BaseClim","None"
"5311","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2035,1.08829,"BaseClim","None"
"5312","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2040,1.07638,"BaseClim","None"
"5313","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2045,1.06469,"BaseClim","None"
"5314","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2050,1.05385,"BaseClim","None"
"5315","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2055,1.04415,"BaseClim","None"
"5316","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2060,1.0356,"BaseClim","None"
"5317","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2065,1.02815,"BaseClim","None"
"5318","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2070,1.02177,"BaseClim","None"
"5319","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2075,1.01586,"BaseClim","None"
"5320","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2080,1.01061,"BaseClim","None"
"5321","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2085,1.0059,"BaseClim","None"
"5322","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2090,1.00178,"BaseClim","None"
"5323","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2095,0.998226,"BaseClim","None"
"5324","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group8","FoodDemand","FoodDemand_Staples",2100,0.994901,"BaseClim","None"
"5325","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",1975,1.1698,"BaseClim","None"
"5326","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",1990,1.27714,"BaseClim","None"
"5327","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2005,1.54679,"BaseClim","None"
"5328","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2010,1.81251,"BaseClim","None"
"5329","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2015,1.96761,"BaseClim","None"
"5330","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2020,2.04625,"BaseClim","None"
"5331","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2025,2.11531,"BaseClim","None"
"5332","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2030,2.19712,"BaseClim","None"
"5333","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2035,2.27401,"BaseClim","None"
"5334","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2040,2.35525,"BaseClim","None"
"5335","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2045,2.43058,"BaseClim","None"
"5336","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2050,2.49961,"BaseClim","None"
"5337","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2055,2.56072,"BaseClim","None"
"5338","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2060,2.61341,"BaseClim","None"
"5339","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2065,2.65688,"BaseClim","None"
"5340","Kcal/per/day","Reference","Central America and Caribbean","FoodDemand_Group9","FoodDemand","FoodDemand_NonStaples",2070,2.6974,"BaseClim","None"
