"","Units","scenario","region","gcam-consumer","nodeinput","input","year","value","Scenario","climate"
"77","Kcal/per/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2045,1.9582,"GCAM","None"
"78","Kcal/per/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2050,1.94834,"GCAM","None"
"79","Kcal/per/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2055,1.93963,"GCAM","None"
"80","Kcal/per/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2060,1.93185,"GCAM","None"
"81","Kcal/per/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2065,1.92496,"GCAM","None"
"82","Kcal/per/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2070,1.91901,"GCAM","None"
"83","Kcal/per/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2075,1.91388,"GCAM","None"
"84","Kcal/per/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2080,1.90942,"GCAM","None"
"85","Kcal/per/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2085,1.9055,"GCAM","None"
"86","Kcal/per/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2090,1.90203,"GCAM","None"
"87","Kcal/per/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2095,1.89893,"GCAM","None"
"88","Kcal/per/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2100,1.89618,"GCAM","None"
"89","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.446687,"GCAM","None"
"90","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.44114,"GCAM","None"
"91","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.527704,"GCAM","None"
"92","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.685301,"GCAM","None"
"93","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.802565,"GCAM","None"
"94","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.803301,"GCAM","None"
"95","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.843493,"GCAM","None"
"96","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.903875,"GCAM","None"
"97","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.96424,"GCAM","None"
"98","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,1.0374,"GCAM","None"
"99","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,1.12494,"GCAM","None"
"100","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,1.22467,"GCAM","None"
"101","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,1.3315,"GCAM","None"
"102","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,1.44373,"GCAM","None"
"103","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,1.5578,"GCAM","None"
"104","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,1.67116,"GCAM","None"
"105","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,1.78144,"GCAM","None"
"106","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,1.88694,"GCAM","None"
"107","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,1.98659,"GCAM","None"
"108","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,2.08024,"GCAM","None"
"109","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,2.16738,"GCAM","None"
"110","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,2.24822,"GCAM","None"
"111","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",1975,1.5659,"GCAM","None"
"112","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",1990,1.48285,"GCAM","None"
"113","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2005,1.49601,"GCAM","None"
"114","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2010,1.49374,"GCAM","None"
"115","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2015,1.42406,"GCAM","None"
"116","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2020,1.4247,"GCAM","None"
"117","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2025,1.40851,"GCAM","None"
"118","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2030,1.38436,"GCAM","None"
"119","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2035,1.36073,"GCAM","None"
"120","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2040,1.33358,"GCAM","None"
"121","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2045,1.30359,"GCAM","None"
"122","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2050,1.27291,"GCAM","None"
"123","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2055,1.24343,"GCAM","None"
"124","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2060,1.2163,"GCAM","None"
"125","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2065,1.19214,"GCAM","None"
"126","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2070,1.17107,"GCAM","None"
"127","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2075,1.15296,"GCAM","None"
"128","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2080,1.13752,"GCAM","None"
"129","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2085,1.12439,"GCAM","None"
"130","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2090,1.11321,"GCAM","None"
"131","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2095,1.10369,"GCAM","None"
"132","Kcal/per/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2100,1.09558,"GCAM","None"
"133","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.56479,"GCAM","None"
"134","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.536731,"GCAM","None"
"135","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.618437,"GCAM","None"
"136","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.747818,"GCAM","None"
"137","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.802889,"GCAM","None"
"138","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.804593,"GCAM","None"
"139","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.840217,"GCAM","None"
"140","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.929746,"GCAM","None"
"141","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,1.02363,"GCAM","None"
"142","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,1.12461,"GCAM","None"
"143","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,1.23198,"GCAM","None"
"144","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,1.34443,"GCAM","None"
"145","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,1.45904,"GCAM","None"
"146","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,1.57593,"GCAM","None"
"147","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,1.69135,"GCAM","None"
"148","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,1.80325,"GCAM","None"
"149","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,1.90987,"GCAM","None"
"150","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,2.00997,"GCAM","None"
"151","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,2.10311,"GCAM","None"
"152","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,2.18923,"GCAM","None"
"153","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,2.26797,"GCAM","None"
"154","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,2.33951,"GCAM","None"
"155","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",1975,1.31869,"GCAM","None"
"156","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",1990,1.55209,"GCAM","None"
"157","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2005,1.60727,"GCAM","None"
"158","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2010,1.67249,"GCAM","None"
"159","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2015,1.68606,"GCAM","None"
"160","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2020,1.68545,"GCAM","None"
"161","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2025,1.67132,"GCAM","None"
"162","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2030,1.63491,"GCAM","None"
"163","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2035,1.59798,"GCAM","None"
"164","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2040,1.56126,"GCAM","None"
"165","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2045,1.5262,"GCAM","None"
"166","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2050,1.49385,"GCAM","None"
"167","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2055,1.46448,"GCAM","None"
"168","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2060,1.43835,"GCAM","None"
"169","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2065,1.41575,"GCAM","None"
"170","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2070,1.39647,"GCAM","None"
"171","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2075,1.38015,"GCAM","None"
"172","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2080,1.36641,"GCAM","None"
"173","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2085,1.35483,"GCAM","None"
"174","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2090,1.34506,"GCAM","None"
"175","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2095,1.33682,"GCAM","None"
"176","Kcal/per/day","Reference","Africa_Western","FoodDemand","FoodDemand","FoodDemand_Staples",2100,1.32986,"GCAM","None"
"177","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,1.68978,"GCAM","None"
"178","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,1.5856,"GCAM","None"
"179","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,1.58464,"GCAM","None"
"180","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,1.73783,"GCAM","None"
"181","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,1.87006,"GCAM","None"
"182","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,1.84298,"GCAM","None"
"183","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,1.92,"GCAM","None"
"184","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,1.99054,"GCAM","None"
"185","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,2.05323,"GCAM","None"
"186","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,2.10754,"GCAM","None"
"187","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,2.1554,"GCAM","None"
"188","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,2.20074,"GCAM","None"
"189","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,2.24323,"GCAM","None"
"190","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,2.28396,"GCAM","None"
"191","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,2.32235,"GCAM","None"
"192","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,2.35854,"GCAM","None"
"193","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,2.39219,"GCAM","None"
"194","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,2.4241,"GCAM","None"
"195","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,2.4543,"GCAM","None"
"196","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,2.4831,"GCAM","None"
"197","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,2.51042,"GCAM","None"
"198","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,2.53623,"GCAM","None"
"199","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",1975,1.37276,"GCAM","None"
"200","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",1990,1.34103,"GCAM","None"
"201","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",2005,1.16642,"GCAM","None"
"202","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",2010,1.4043,"GCAM","None"
"203","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",2015,1.243,"GCAM","None"
"204","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",2020,1.2466,"GCAM","None"
"205","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",2025,1.23621,"GCAM","None"
"206","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",2030,1.22745,"GCAM","None"
"207","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",2035,1.22011,"GCAM","None"
"208","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",2040,1.21408,"GCAM","None"
"209","Kcal/per/day","Reference","Argentina","FoodDemand","FoodDemand","FoodDemand_Staples",2045,1.209,"GCAM","None"
