"","Units","scenario","region","gcam-consumer","year","value","Scenario","climate"
"20305","None Specified","Reference","South America_Northern","FoodDemand_Group1",2095,3.11359,"BECCS","None"
"20306","None Specified","Reference","South America_Northern","FoodDemand_Group1",2100,3.45191,"BECCS","None"
"20307","None Specified","Reference","South America_Northern","FoodDemand_Group10",1975,32.9032,"BECCS","None"
"20308","None Specified","Reference","South America_Northern","FoodDemand_Group10",1990,20.1412,"BECCS","None"
"20309","None Specified","Reference","South America_Northern","FoodDemand_Group10",2005,21.1752,"BECCS","None"
"20310","None Specified","Reference","South America_Northern","FoodDemand_Group10",2010,18.1747,"BECCS","None"
"20311","None Specified","Reference","South America_Northern","FoodDemand_Group10",2015,18.3504,"BECCS","None"
"20312","None Specified","Reference","South America_Northern","FoodDemand_Group10",2020,7.28416,"BECCS","None"
"20313","None Specified","Reference","South America_Northern","FoodDemand_Group10",2025,6.77458,"BECCS","None"
"20314","None Specified","Reference","South America_Northern","FoodDemand_Group10",2030,7.51731,"BECCS","None"
"20315","None Specified","Reference","South America_Northern","FoodDemand_Group10",2035,8.29282,"BECCS","None"
"20316","None Specified","Reference","South America_Northern","FoodDemand_Group10",2040,9.12636,"BECCS","None"
"20317","None Specified","Reference","South America_Northern","FoodDemand_Group10",2045,10.0482,"BECCS","None"
"20318","None Specified","Reference","South America_Northern","FoodDemand_Group10",2050,11.0051,"BECCS","None"
"20319","None Specified","Reference","South America_Northern","FoodDemand_Group10",2055,11.971,"BECCS","None"
"20320","None Specified","Reference","South America_Northern","FoodDemand_Group10",2060,12.9971,"BECCS","None"
"20321","None Specified","Reference","South America_Northern","FoodDemand_Group10",2065,14.0587,"BECCS","None"
"20322","None Specified","Reference","South America_Northern","FoodDemand_Group10",2070,15.0343,"BECCS","None"
"20323","None Specified","Reference","South America_Northern","FoodDemand_Group10",2075,16.0503,"BECCS","None"
"20324","None Specified","Reference","South America_Northern","FoodDemand_Group10",2080,17.139,"BECCS","None"
"20325","None Specified","Reference","South America_Northern","FoodDemand_Group10",2085,18.3036,"BECCS","None"
"20326","None Specified","Reference","South America_Northern","FoodDemand_Group10",2090,19.5227,"BECCS","None"
"20327","None Specified","Reference","South America_Northern","FoodDemand_Group10",2095,20.7766,"BECCS","None"
"20328","None Specified","Reference","South America_Northern","FoodDemand_Group10",2100,22.1932,"BECCS","None"
"20329","None Specified","Reference","South America_Northern","FoodDemand_Group2",1975,2.35972,"BECCS","None"
"20330","None Specified","Reference","South America_Northern","FoodDemand_Group2",1990,1.44446,"BECCS","None"
"20331","None Specified","Reference","South America_Northern","FoodDemand_Group2",2005,1.46118,"BECCS","None"
"20332","None Specified","Reference","South America_Northern","FoodDemand_Group2",2010,2.5716,"BECCS","None"
"20333","None Specified","Reference","South America_Northern","FoodDemand_Group2",2015,2.31189,"BECCS","None"
"20334","None Specified","Reference","South America_Northern","FoodDemand_Group2",2020,0.938898,"BECCS","None"
"20335","None Specified","Reference","South America_Northern","FoodDemand_Group2",2025,0.881227,"BECCS","None"
"20336","None Specified","Reference","South America_Northern","FoodDemand_Group2",2030,0.985751,"BECCS","None"
"20337","None Specified","Reference","South America_Northern","FoodDemand_Group2",2035,1.11091,"BECCS","None"
"20338","None Specified","Reference","South America_Northern","FoodDemand_Group2",2040,1.24945,"BECCS","None"
"20339","None Specified","Reference","South America_Northern","FoodDemand_Group2",2045,1.40643,"BECCS","None"
"20340","None Specified","Reference","South America_Northern","FoodDemand_Group2",2050,1.5926,"BECCS","None"
"20341","None Specified","Reference","South America_Northern","FoodDemand_Group2",2055,1.8167,"BECCS","None"
"20342","None Specified","Reference","South America_Northern","FoodDemand_Group2",2060,2.06976,"BECCS","None"
"20343","None Specified","Reference","South America_Northern","FoodDemand_Group2",2065,2.34421,"BECCS","None"
"20344","None Specified","Reference","South America_Northern","FoodDemand_Group2",2070,2.66227,"BECCS","None"
"20345","None Specified","Reference","South America_Northern","FoodDemand_Group2",2075,3.01102,"BECCS","None"
"20346","None Specified","Reference","South America_Northern","FoodDemand_Group2",2080,3.39081,"BECCS","None"
"20347","None Specified","Reference","South America_Northern","FoodDemand_Group2",2085,3.80329,"BECCS","None"
"20348","None Specified","Reference","South America_Northern","FoodDemand_Group2",2090,4.24878,"BECCS","None"
"20349","None Specified","Reference","South America_Northern","FoodDemand_Group2",2095,4.72704,"BECCS","None"
"20350","None Specified","Reference","South America_Northern","FoodDemand_Group2",2100,5.21748,"BECCS","None"
"20351","None Specified","Reference","South America_Northern","FoodDemand_Group3",1975,3.47316,"BECCS","None"
"20352","None Specified","Reference","South America_Northern","FoodDemand_Group3",1990,2.10988,"BECCS","None"
"20353","None Specified","Reference","South America_Northern","FoodDemand_Group3",2005,2.28702,"BECCS","None"
"20354","None Specified","Reference","South America_Northern","FoodDemand_Group3",2010,3.40979,"BECCS","None"
"20355","None Specified","Reference","South America_Northern","FoodDemand_Group3",2015,3.07861,"BECCS","None"
"20356","None Specified","Reference","South America_Northern","FoodDemand_Group3",2020,1.20948,"BECCS","None"
"20357","None Specified","Reference","South America_Northern","FoodDemand_Group3",2025,1.13168,"BECCS","None"
"20358","None Specified","Reference","South America_Northern","FoodDemand_Group3",2030,1.26228,"BECCS","None"
"20359","None Specified","Reference","South America_Northern","FoodDemand_Group3",2035,1.4174,"BECCS","None"
"20360","None Specified","Reference","South America_Northern","FoodDemand_Group3",2040,1.58795,"BECCS","None"
"20361","None Specified","Reference","South America_Northern","FoodDemand_Group3",2045,1.78256,"BECCS","None"
"20362","None Specified","Reference","South America_Northern","FoodDemand_Group3",2050,2.01057,"BECCS","None"
"20363","None Specified","Reference","South America_Northern","FoodDemand_Group3",2055,2.28091,"BECCS","None"
"20364","None Specified","Reference","South America_Northern","FoodDemand_Group3",2060,2.58461,"BECCS","None"
"20365","None Specified","Reference","South America_Northern","FoodDemand_Group3",2065,2.91241,"BECCS","None"
"20366","None Specified","Reference","South America_Northern","FoodDemand_Group3",2070,3.28833,"BECCS","None"
"20367","None Specified","Reference","South America_Northern","FoodDemand_Group3",2075,3.69937,"BECCS","None"
"20368","None Specified","Reference","South America_Northern","FoodDemand_Group3",2080,4.14567,"BECCS","None"
"20369","None Specified","Reference","South America_Northern","FoodDemand_Group3",2085,4.6299,"BECCS","None"
"20370","None Specified","Reference","South America_Northern","FoodDemand_Group3",2090,5.15213,"BECCS","None"
"20371","None Specified","Reference","South America_Northern","FoodDemand_Group3",2095,5.71271,"BECCS","None"
"20372","None Specified","Reference","South America_Northern","FoodDemand_Group3",2100,6.29016,"BECCS","None"
"20373","None Specified","Reference","South America_Northern","FoodDemand_Group4",1975,4.48483,"BECCS","None"
"20374","None Specified","Reference","South America_Northern","FoodDemand_Group4",1990,2.76733,"BECCS","None"
"20375","None Specified","Reference","South America_Northern","FoodDemand_Group4",2005,2.96845,"BECCS","None"
"20376","None Specified","Reference","South America_Northern","FoodDemand_Group4",2010,4.12071,"BECCS","None"
"20377","None Specified","Reference","South America_Northern","FoodDemand_Group4",2015,3.80275,"BECCS","None"
"20378","None Specified","Reference","South America_Northern","FoodDemand_Group4",2020,1.46157,"BECCS","None"
"20379","None Specified","Reference","South America_Northern","FoodDemand_Group4",2025,1.36259,"BECCS","None"
"20380","None Specified","Reference","South America_Northern","FoodDemand_Group4",2030,1.51887,"BECCS","None"
"20381","None Specified","Reference","South America_Northern","FoodDemand_Group4",2035,1.70246,"BECCS","None"
"20382","None Specified","Reference","South America_Northern","FoodDemand_Group4",2040,1.90358,"BECCS","None"
"20383","None Specified","Reference","South America_Northern","FoodDemand_Group4",2045,2.13037,"BECCS","None"
"20384","None Specified","Reference","South America_Northern","FoodDemand_Group4",2050,2.3952,"BECCS","None"
"20385","None Specified","Reference","South America_Northern","FoodDemand_Group4",2055,2.70618,"BECCS","None"
"20386","None Specified","Reference","South America_Northern","FoodDemand_Group4",2060,3.05368,"BECCS","None"
"20387","None Specified","Reference","South America_Northern","FoodDemand_Group4",2065,3.42772,"BECCS","None"
"20388","None Specified","Reference","South America_Northern","FoodDemand_Group4",2070,3.85087,"BECCS","None"
"20389","None Specified","Reference","South America_Northern","FoodDemand_Group4",2075,4.31013,"BECCS","None"
"20390","None Specified","Reference","South America_Northern","FoodDemand_Group4",2080,4.81062,"BECCS","None"
"20391","None Specified","Reference","South America_Northern","FoodDemand_Group4",2085,5.35353,"BECCS","None"
"20392","None Specified","Reference","South America_Northern","FoodDemand_Group4",2090,5.93826,"BECCS","None"
"20393","None Specified","Reference","South America_Northern","FoodDemand_Group4",2095,6.56291,"BECCS","None"
"20394","None Specified","Reference","South America_Northern","FoodDemand_Group4",2100,7.20749,"BECCS","None"
"20395","None Specified","Reference","South America_Northern","FoodDemand_Group5",1975,5.56285,"BECCS","None"
"20396","None Specified","Reference","South America_Northern","FoodDemand_Group5",1990,3.45524,"BECCS","None"
"20397","None Specified","Reference","South America_Northern","FoodDemand_Group5",2005,3.67688,"BECCS","None"
"20398","None Specified","Reference","South America_Northern","FoodDemand_Group5",2010,4.87123,"BECCS","None"
"20399","None Specified","Reference","South America_Northern","FoodDemand_Group5",2015,4.56682,"BECCS","None"
"20400","None Specified","Reference","South America_Northern","FoodDemand_Group5",2020,1.72213,"BECCS","None"
"20401","None Specified","Reference","South America_Northern","FoodDemand_Group5",2025,1.60372,"BECCS","None"
"20402","None Specified","Reference","South America_Northern","FoodDemand_Group5",2030,1.78682,"BECCS","None"
"20403","None Specified","Reference","South America_Northern","FoodDemand_Group5",2035,1.99966,"BECCS","None"
"20404","None Specified","Reference","South America_Northern","FoodDemand_Group5",2040,2.23001,"BECCS","None"
"20405","None Specified","Reference","South America_Northern","FoodDemand_Group5",2045,2.49045,"BECCS","None"
"20406","None Specified","Reference","South America_Northern","FoodDemand_Group5",2050,2.79339,"BECCS","None"
"20407","None Specified","Reference","South America_Northern","FoodDemand_Group5",2055,3.14424,"BECCS","None"
"20408","None Specified","Reference","South America_Northern","FoodDemand_Group5",2060,3.53429,"BECCS","None"
"20409","None Specified","Reference","South America_Northern","FoodDemand_Group5",2065,3.95224,"BECCS","None"
"20410","None Specified","Reference","South America_Northern","FoodDemand_Group5",2070,4.41814,"BECCS","None"
"20411","None Specified","Reference","South America_Northern","FoodDemand_Group5",2075,4.92425,"BECCS","None"
"20412","None Specified","Reference","South America_Northern","FoodDemand_Group5",2080,5.47364,"BECCS","None"
"20413","None Specified","Reference","South America_Northern","FoodDemand_Group5",2085,6.06865,"BECCS","None"
"20414","None Specified","Reference","South America_Northern","FoodDemand_Group5",2090,6.7068,"BECCS","None"
"20415","None Specified","Reference","South America_Northern","FoodDemand_Group5",2095,7.38769,"BECCS","None"
"20416","None Specified","Reference","South America_Northern","FoodDemand_Group5",2100,8.09565,"BECCS","None"
"20417","None Specified","Reference","South America_Northern","FoodDemand_Group6",1975,6.81377,"BECCS","None"
"20418","None Specified","Reference","South America_Northern","FoodDemand_Group6",1990,4.27876,"BECCS","None"
"20419","None Specified","Reference","South America_Northern","FoodDemand_Group6",2005,4.66444,"BECCS","None"
"20420","None Specified","Reference","South America_Northern","FoodDemand_Group6",2010,5.6852,"BECCS","None"
"20421","None Specified","Reference","South America_Northern","FoodDemand_Group6",2015,5.41829,"BECCS","None"
"20422","None Specified","Reference","South America_Northern","FoodDemand_Group6",2020,2.02122,"BECCS","None"
"20423","None Specified","Reference","South America_Northern","FoodDemand_Group6",2025,1.87816,"BECCS","None"
"20424","None Specified","Reference","South America_Northern","FoodDemand_Group6",2030,2.08978,"BECCS","None"
"20425","None Specified","Reference","South America_Northern","FoodDemand_Group6",2035,2.33298,"BECCS","None"
"20426","None Specified","Reference","South America_Northern","FoodDemand_Group6",2040,2.59866,"BECCS","None"
"20427","None Specified","Reference","South America_Northern","FoodDemand_Group6",2045,2.89931,"BECCS","None"
"20428","None Specified","Reference","South America_Northern","FoodDemand_Group6",2050,3.24389,"BECCS","None"
"20429","None Specified","Reference","South America_Northern","FoodDemand_Group6",2055,3.63687,"BECCS","None"
"20430","None Specified","Reference","South America_Northern","FoodDemand_Group6",2060,4.07047,"BECCS","None"
"20431","None Specified","Reference","South America_Northern","FoodDemand_Group6",2065,4.53552,"BECCS","None"
"20432","None Specified","Reference","South America_Northern","FoodDemand_Group6",2070,5.04912,"BECCS","None"
"20433","None Specified","Reference","South America_Northern","FoodDemand_Group6",2075,5.60315,"BECCS","None"
"20434","None Specified","Reference","South America_Northern","FoodDemand_Group6",2080,6.20348,"BECCS","None"
"20435","None Specified","Reference","South America_Northern","FoodDemand_Group6",2085,6.85018,"BECCS","None"
"20436","None Specified","Reference","South America_Northern","FoodDemand_Group6",2090,7.54485,"BECCS","None"
"20437","None Specified","Reference","South America_Northern","FoodDemand_Group6",2095,8.286,"BECCS","None"
"20438","None Specified","Reference","South America_Northern","FoodDemand_Group6",2100,9.05725,"BECCS","None"
"20439","None Specified","Reference","South America_Northern","FoodDemand_Group7",1975,8.36603,"BECCS","None"
"20440","None Specified","Reference","South America_Northern","FoodDemand_Group7",1990,5.34464,"BECCS","None"
"20441","None Specified","Reference","South America_Northern","FoodDemand_Group7",2005,5.72067,"BECCS","None"
"20442","None Specified","Reference","South America_Northern","FoodDemand_Group7",2010,6.56559,"BECCS","None"
"20443","None Specified","Reference","South America_Northern","FoodDemand_Group7",2015,6.45435,"BECCS","None"
"20444","None Specified","Reference","South America_Northern","FoodDemand_Group7",2020,2.38863,"BECCS","None"
"20445","None Specified","Reference","South America_Northern","FoodDemand_Group7",2025,2.22117,"BECCS","None"
"20446","None Specified","Reference","South America_Northern","FoodDemand_Group7",2030,2.46986,"BECCS","None"
"20447","None Specified","Reference","South America_Northern","FoodDemand_Group7",2035,2.75294,"BECCS","None"
"20448","None Specified","Reference","South America_Northern","FoodDemand_Group7",2040,3.06026,"BECCS","None"
"20449","None Specified","Reference","South America_Northern","FoodDemand_Group7",2045,3.4056,"BECCS","None"
"20450","None Specified","Reference","South America_Northern","FoodDemand_Group7",2050,3.79706,"BECCS","None"
"20451","None Specified","Reference","South America_Northern","FoodDemand_Group7",2055,4.23969,"BECCS","None"
"20452","None Specified","Reference","South America_Northern","FoodDemand_Group7",2060,4.72815,"BECCS","None"
"20453","None Specified","Reference","South America_Northern","FoodDemand_Group7",2065,5.24852,"BECCS","None"
"20454","None Specified","Reference","South America_Northern","FoodDemand_Group7",2070,5.81351,"BECCS","None"
"20455","None Specified","Reference","South America_Northern","FoodDemand_Group7",2075,6.41995,"BECCS","None"
"20456","None Specified","Reference","South America_Northern","FoodDemand_Group7",2080,7.07252,"BECCS","None"
"20457","None Specified","Reference","South America_Northern","FoodDemand_Group7",2085,7.78062,"BECCS","None"
"20458","None Specified","Reference","South America_Northern","FoodDemand_Group7",2090,8.53948,"BECCS","None"
"20459","None Specified","Reference","South America_Northern","FoodDemand_Group7",2095,9.34535,"BECCS","None"
"20460","None Specified","Reference","South America_Northern","FoodDemand_Group7",2100,10.1879,"BECCS","None"
"20461","None Specified","Reference","South America_Northern","FoodDemand_Group8",1975,10.5772,"BECCS","None"
"20462","None Specified","Reference","South America_Northern","FoodDemand_Group8",1990,6.84609,"BECCS","None"
"20463","None Specified","Reference","South America_Northern","FoodDemand_Group8",2005,7.16388,"BECCS","None"
"20464","None Specified","Reference","South America_Northern","FoodDemand_Group8",2010,8.50998,"BECCS","None"
"20465","None Specified","Reference","South America_Northern","FoodDemand_Group8",2015,7.87517,"BECCS","None"
"20466","None Specified","Reference","South America_Northern","FoodDemand_Group8",2020,2.89673,"BECCS","None"
"20467","None Specified","Reference","South America_Northern","FoodDemand_Group8",2025,2.68475,"BECCS","None"
"20468","None Specified","Reference","South America_Northern","FoodDemand_Group8",2030,2.98421,"BECCS","None"
"20469","None Specified","Reference","South America_Northern","FoodDemand_Group8",2035,3.32252,"BECCS","None"
"20470","None Specified","Reference","South America_Northern","FoodDemand_Group8",2040,3.68857,"BECCS","None"
"20471","None Specified","Reference","South America_Northern","FoodDemand_Group8",2045,4.09952,"BECCS","None"
"20472","None Specified","Reference","South America_Northern","FoodDemand_Group8",2050,4.55805,"BECCS","None"
"20473","None Specified","Reference","South America_Northern","FoodDemand_Group8",2055,5.06573,"BECCS","None"
"20474","None Specified","Reference","South America_Northern","FoodDemand_Group8",2060,5.61966,"BECCS","None"
"20475","None Specified","Reference","South America_Northern","FoodDemand_Group8",2065,6.20846,"BECCS","None"
"20476","None Specified","Reference","South America_Northern","FoodDemand_Group8",2070,6.83412,"BECCS","None"
"20477","None Specified","Reference","South America_Northern","FoodDemand_Group8",2075,7.50091,"BECCS","None"
"20478","None Specified","Reference","South America_Northern","FoodDemand_Group8",2080,8.22451,"BECCS","None"
"20479","None Specified","Reference","South America_Northern","FoodDemand_Group8",2085,9.00541,"BECCS","None"
"20480","None Specified","Reference","South America_Northern","FoodDemand_Group8",2090,9.83907,"BECCS","None"
"20481","None Specified","Reference","South America_Northern","FoodDemand_Group8",2095,10.7208,"BECCS","None"
"20482","None Specified","Reference","South America_Northern","FoodDemand_Group8",2100,11.6495,"BECCS","None"
"20483","None Specified","Reference","South America_Northern","FoodDemand_Group9",1975,14.5356,"BECCS","None"
"20484","None Specified","Reference","South America_Northern","FoodDemand_Group9",1990,9.35164,"BECCS","None"
"20485","None Specified","Reference","South America_Northern","FoodDemand_Group9",2005,9.59472,"BECCS","None"
"20486","None Specified","Reference","South America_Northern","FoodDemand_Group9",2010,10.6472,"BECCS","None"
"20487","None Specified","Reference","South America_Northern","FoodDemand_Group9",2015,10.0856,"BECCS","None"
"20488","None Specified","Reference","South America_Northern","FoodDemand_Group9",2020,3.73618,"BECCS","None"
"20489","None Specified","Reference","South America_Northern","FoodDemand_Group9",2025,3.46616,"BECCS","None"
"20490","None Specified","Reference","South America_Northern","FoodDemand_Group9",2030,3.85062,"BECCS","None"
"20491","None Specified","Reference","South America_Northern","FoodDemand_Group9",2035,4.2754,"BECCS","None"
"20492","None Specified","Reference","South America_Northern","FoodDemand_Group9",2040,4.73173,"BECCS","None"
"20493","None Specified","Reference","South America_Northern","FoodDemand_Group9",2045,5.23935,"BECCS","None"
"20494","None Specified","Reference","South America_Northern","FoodDemand_Group9",2050,5.79936,"BECCS","None"
"20495","None Specified","Reference","South America_Northern","FoodDemand_Group9",2055,6.40697,"BECCS","None"
"20496","None Specified","Reference","South America_Northern","FoodDemand_Group9",2060,7.06756,"BECCS","None"
"20497","None Specified","Reference","South America_Northern","FoodDemand_Group9",2065,7.76564,"BECCS","None"
"20498","None Specified","Reference","South America_Northern","FoodDemand_Group9",2070,8.48617,"BECCS","None"
"20499","None Specified","Reference","South America_Northern","FoodDemand_Group9",2075,9.25,"BECCS","None"
"20500","None Specified","Reference","South America_Northern","FoodDemand_Group9",2080,10.073,"BECCS","None"
"20501","None Specified","Reference","South America_Northern","FoodDemand_Group9",2085,10.959,"BECCS","None"
"20502","None Specified","Reference","South America_Northern","FoodDemand_Group9",2090,11.9009,"BECCS","None"
"20503","None Specified","Reference","South America_Northern","FoodDemand_Group9",2095,12.8909,"BECCS","None"
"20504","None Specified","Reference","South America_Northern","FoodDemand_Group9",2100,13.9463,"BECCS","None"
"20505","None Specified","Reference","South America_Southern","FoodDemand_Group1",1975,0.192213,"BECCS","None"
"20506","None Specified","Reference","South America_Southern","FoodDemand_Group1",1990,0.265373,"BECCS","None"
"20507","None Specified","Reference","South America_Southern","FoodDemand_Group1",2005,0.304537,"BECCS","None"
"20508","None Specified","Reference","South America_Southern","FoodDemand_Group1",2010,0.462175,"BECCS","None"
"20509","None Specified","Reference","South America_Southern","FoodDemand_Group1",2015,0.645133,"BECCS","None"
"20510","None Specified","Reference","South America_Southern","FoodDemand_Group1",2020,0.630057,"BECCS","None"
"20511","None Specified","Reference","South America_Southern","FoodDemand_Group1",2025,0.731318,"BECCS","None"
"20512","None Specified","Reference","South America_Southern","FoodDemand_Group1",2030,0.876819,"BECCS","None"
"20513","None Specified","Reference","South America_Southern","FoodDemand_Group1",2035,1.04784,"BECCS","None"
"20514","None Specified","Reference","South America_Southern","FoodDemand_Group1",2040,1.25243,"BECCS","None"
"20515","None Specified","Reference","South America_Southern","FoodDemand_Group1",2045,1.48996,"BECCS","None"
"20516","None Specified","Reference","South America_Southern","FoodDemand_Group1",2050,1.76752,"BECCS","None"
"20517","None Specified","Reference","South America_Southern","FoodDemand_Group1",2055,2.10032,"BECCS","None"
"20518","None Specified","Reference","South America_Southern","FoodDemand_Group1",2060,2.49408,"BECCS","None"
"20519","None Specified","Reference","South America_Southern","FoodDemand_Group1",2065,2.9395,"BECCS","None"
"20520","None Specified","Reference","South America_Southern","FoodDemand_Group1",2070,3.44293,"BECCS","None"
"20521","None Specified","Reference","South America_Southern","FoodDemand_Group1",2075,3.99613,"BECCS","None"
"20522","None Specified","Reference","South America_Southern","FoodDemand_Group1",2080,4.51641,"BECCS","None"
"20523","None Specified","Reference","South America_Southern","FoodDemand_Group1",2085,5.07103,"BECCS","None"
"20524","None Specified","Reference","South America_Southern","FoodDemand_Group1",2090,5.5702,"BECCS","None"
"20525","None Specified","Reference","South America_Southern","FoodDemand_Group1",2095,6.08905,"BECCS","None"
"20526","None Specified","Reference","South America_Southern","FoodDemand_Group1",2100,6.62706,"BECCS","None"
"20527","None Specified","Reference","South America_Southern","FoodDemand_Group10",1975,9.50192,"BECCS","None"
"20528","None Specified","Reference","South America_Southern","FoodDemand_Group10",1990,9.5355,"BECCS","None"
"20529","None Specified","Reference","South America_Southern","FoodDemand_Group10",2005,14.322,"BECCS","None"
"20530","None Specified","Reference","South America_Southern","FoodDemand_Group10",2010,16.116,"BECCS","None"
"20531","None Specified","Reference","South America_Southern","FoodDemand_Group10",2015,17.8361,"BECCS","None"
"20532","None Specified","Reference","South America_Southern","FoodDemand_Group10",2020,20.4121,"BECCS","None"
"20533","None Specified","Reference","South America_Southern","FoodDemand_Group10",2025,23.0662,"BECCS","None"
"20534","None Specified","Reference","South America_Southern","FoodDemand_Group10",2030,26.4575,"BECCS","None"
"20535","None Specified","Reference","South America_Southern","FoodDemand_Group10",2035,29.8234,"BECCS","None"
"20536","None Specified","Reference","South America_Southern","FoodDemand_Group10",2040,33.4068,"BECCS","None"
"20537","None Specified","Reference","South America_Southern","FoodDemand_Group10",2045,37.2569,"BECCS","None"
"20538","None Specified","Reference","South America_Southern","FoodDemand_Group10",2050,41.3056,"BECCS","None"
"20539","None Specified","Reference","South America_Southern","FoodDemand_Group10",2055,45.6246,"BECCS","None"
"20540","None Specified","Reference","South America_Southern","FoodDemand_Group10",2060,50.1478,"BECCS","None"
"20541","None Specified","Reference","South America_Southern","FoodDemand_Group10",2065,54.8543,"BECCS","None"
"20542","None Specified","Reference","South America_Southern","FoodDemand_Group10",2070,59.7099,"BECCS","None"
"20543","None Specified","Reference","South America_Southern","FoodDemand_Group10",2075,64.6324,"BECCS","None"
"20544","None Specified","Reference","South America_Southern","FoodDemand_Group10",2080,70.003,"BECCS","None"
"20545","None Specified","Reference","South America_Southern","FoodDemand_Group10",2085,75.6225,"BECCS","None"
"20546","None Specified","Reference","South America_Southern","FoodDemand_Group10",2090,81.4382,"BECCS","None"
"20547","None Specified","Reference","South America_Southern","FoodDemand_Group10",2095,87.399,"BECCS","None"
"20548","None Specified","Reference","South America_Southern","FoodDemand_Group10",2100,93.5066,"BECCS","None"
"20549","None Specified","Reference","South America_Southern","FoodDemand_Group2",1975,0.431035,"BECCS","None"
"20550","None Specified","Reference","South America_Southern","FoodDemand_Group2",1990,0.528888,"BECCS","None"
"20551","None Specified","Reference","South America_Southern","FoodDemand_Group2",2005,0.699181,"BECCS","None"
"20552","None Specified","Reference","South America_Southern","FoodDemand_Group2",2010,0.98425,"BECCS","None"
"20553","None Specified","Reference","South America_Southern","FoodDemand_Group2",2015,1.2995,"BECCS","None"
"20554","None Specified","Reference","South America_Southern","FoodDemand_Group2",2020,1.23889,"BECCS","None"
"20555","None Specified","Reference","South America_Southern","FoodDemand_Group2",2025,1.40525,"BECCS","None"
"20556","None Specified","Reference","South America_Southern","FoodDemand_Group2",2030,1.66147,"BECCS","None"
"20557","None Specified","Reference","South America_Southern","FoodDemand_Group2",2035,1.95956,"BECCS","None"
"20558","None Specified","Reference","South America_Southern","FoodDemand_Group2",2040,2.32605,"BECCS","None"
"20559","None Specified","Reference","South America_Southern","FoodDemand_Group2",2045,2.76731,"BECCS","None"
"20560","None Specified","Reference","South America_Southern","FoodDemand_Group2",2050,3.30066,"BECCS","None"
"20561","None Specified","Reference","South America_Southern","FoodDemand_Group2",2055,3.85885,"BECCS","None"
"20562","None Specified","Reference","South America_Southern","FoodDemand_Group2",2060,4.50201,"BECCS","None"
"20563","None Specified","Reference","South America_Southern","FoodDemand_Group2",2065,5.24344,"BECCS","None"
"20564","None Specified","Reference","South America_Southern","FoodDemand_Group2",2070,6.03248,"BECCS","None"
"20565","None Specified","Reference","South America_Southern","FoodDemand_Group2",2075,6.84314,"BECCS","None"
"20566","None Specified","Reference","South America_Southern","FoodDemand_Group2",2080,7.80147,"BECCS","None"
"20567","None Specified","Reference","South America_Southern","FoodDemand_Group2",2085,8.7296,"BECCS","None"
"20568","None Specified","Reference","South America_Southern","FoodDemand_Group2",2090,9.81899,"BECCS","None"
"20569","None Specified","Reference","South America_Southern","FoodDemand_Group2",2095,10.9912,"BECCS","None"
"20570","None Specified","Reference","South America_Southern","FoodDemand_Group2",2100,12.2117,"BECCS","None"
"20571","None Specified","Reference","South America_Southern","FoodDemand_Group3",1975,0.650398,"BECCS","None"
"20572","None Specified","Reference","South America_Southern","FoodDemand_Group3",1990,0.792452,"BECCS","None"
"20573","None Specified","Reference","South America_Southern","FoodDemand_Group3",2005,1.01718,"BECCS","None"
"20574","None Specified","Reference","South America_Southern","FoodDemand_Group3",2010,1.37949,"BECCS","None"
"20575","None Specified","Reference","South America_Southern","FoodDemand_Group3",2015,1.75192,"BECCS","None"
"20576","None Specified","Reference","South America_Southern","FoodDemand_Group3",2020,1.75507,"BECCS","None"
"20577","None Specified","Reference","South America_Southern","FoodDemand_Group3",2025,2.01306,"BECCS","None"
"20578","None Specified","Reference","South America_Southern","FoodDemand_Group3",2030,2.38644,"BECCS","None"
"20579","None Specified","Reference","South America_Southern","FoodDemand_Group3",2035,2.78582,"BECCS","None"
"20580","None Specified","Reference","South America_Southern","FoodDemand_Group3",2040,3.258,"BECCS","None"
"20581","None Specified","Reference","South America_Southern","FoodDemand_Group3",2045,3.82929,"BECCS","None"
"20582","None Specified","Reference","South America_Southern","FoodDemand_Group3",2050,4.4427,"BECCS","None"
"20583","None Specified","Reference","South America_Southern","FoodDemand_Group3",2055,5.24005,"BECCS","None"
"20584","None Specified","Reference","South America_Southern","FoodDemand_Group3",2060,6.13437,"BECCS","None"
"20585","None Specified","Reference","South America_Southern","FoodDemand_Group3",2065,7.12875,"BECCS","None"
"20586","None Specified","Reference","South America_Southern","FoodDemand_Group3",2070,8.25516,"BECCS","None"
"20587","None Specified","Reference","South America_Southern","FoodDemand_Group3",2075,9.53426,"BECCS","None"
"20588","None Specified","Reference","South America_Southern","FoodDemand_Group3",2080,10.7948,"BECCS","None"
"20589","None Specified","Reference","South America_Southern","FoodDemand_Group3",2085,12.2415,"BECCS","None"
"20590","None Specified","Reference","South America_Southern","FoodDemand_Group3",2090,13.7616,"BECCS","None"
"20591","None Specified","Reference","South America_Southern","FoodDemand_Group3",2095,15.357,"BECCS","None"
"20592","None Specified","Reference","South America_Southern","FoodDemand_Group3",2100,17.0747,"BECCS","None"
"20593","None Specified","Reference","South America_Southern","FoodDemand_Group4",1975,0.884581,"BECCS","None"
"20594","None Specified","Reference","South America_Southern","FoodDemand_Group4",1990,1.03976,"BECCS","None"
"20595","None Specified","Reference","South America_Southern","FoodDemand_Group4",2005,1.37981,"BECCS","None"
