"","Units","scenario","region","gcam-consumer","year","value","Scenario","climate"
"7776","None Specified","Reference","Africa_Eastern","FoodDemand_Group9",2095,67802.4,"BaseMult","None"
"7777","None Specified","Reference","Africa_Eastern","FoodDemand_Group9",2100,68132.3,"BaseMult","None"
"7778","None Specified","Reference","Africa_Northern","FoodDemand_Group1",1975,8133,"BaseMult","None"
"7779","None Specified","Reference","Africa_Northern","FoodDemand_Group1",1990,11959.7,"BaseMult","None"
"7780","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2005,15547.2,"BaseMult","None"
"7781","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2010,16839.5,"BaseMult","None"
"7782","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2015,18495.9,"BaseMult","None"
"7783","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2020,19680.1,"BaseMult","None"
"7784","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2025,20748,"BaseMult","None"
"7785","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2030,21685.2,"BaseMult","None"
"7786","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2035,22513.6,"BaseMult","None"
"7787","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2040,23247.7,"BaseMult","None"
"7788","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2045,23878.1,"BaseMult","None"
"7789","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2050,24373.1,"BaseMult","None"
"7790","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2055,24735.7,"BaseMult","None"
"7791","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2060,24967.7,"BaseMult","None"
"7792","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2065,25084.8,"BaseMult","None"
"7793","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2070,25089.3,"BaseMult","None"
"7794","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2075,24997,"BaseMult","None"
"7795","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2080,24837.7,"BaseMult","None"
"7796","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2085,24626.6,"BaseMult","None"
"7797","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2090,24381.1,"BaseMult","None"
"7798","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2095,24096.5,"BaseMult","None"
"7799","None Specified","Reference","Africa_Northern","FoodDemand_Group1",2100,23782.9,"BaseMult","None"
"7800","None Specified","Reference","Africa_Northern","FoodDemand_Group10",1975,8133,"BaseMult","None"
"7801","None Specified","Reference","Africa_Northern","FoodDemand_Group10",1990,11959.7,"BaseMult","None"
"7802","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2005,15547.2,"BaseMult","None"
"7803","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2010,16839.5,"BaseMult","None"
"7804","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2015,18495.9,"BaseMult","None"
"7805","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2020,19680.1,"BaseMult","None"
"7806","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2025,20748,"BaseMult","None"
"7807","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2030,21685.2,"BaseMult","None"
"7808","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2035,22513.6,"BaseMult","None"
"7809","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2040,23247.7,"BaseMult","None"
"7810","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2045,23878.1,"BaseMult","None"
"7811","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2050,24373.1,"BaseMult","None"
"7812","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2055,24735.7,"BaseMult","None"
"7813","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2060,24967.7,"BaseMult","None"
"7814","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2065,25084.8,"BaseMult","None"
"7815","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2070,25089.3,"BaseMult","None"
"7816","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2075,24997,"BaseMult","None"
"7817","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2080,24837.7,"BaseMult","None"
"7818","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2085,24626.6,"BaseMult","None"
"7819","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2090,24381.1,"BaseMult","None"
"7820","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2095,24096.5,"BaseMult","None"
"7821","None Specified","Reference","Africa_Northern","FoodDemand_Group10",2100,23782.9,"BaseMult","None"
"7822","None Specified","Reference","Africa_Northern","FoodDemand_Group2",1975,8133,"BaseMult","None"
"7823","None Specified","Reference","Africa_Northern","FoodDemand_Group2",1990,11959.7,"BaseMult","None"
"7824","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2005,15547.2,"BaseMult","None"
"7825","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2010,16839.5,"BaseMult","None"
"7826","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2015,18495.9,"BaseMult","None"
"7827","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2020,19680.1,"BaseMult","None"
"7828","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2025,20748,"BaseMult","None"
"7829","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2030,21685.2,"BaseMult","None"
"7830","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2035,22513.6,"BaseMult","None"
"7831","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2040,23247.7,"BaseMult","None"
"7832","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2045,23878.1,"BaseMult","None"
"7833","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2050,24373.1,"BaseMult","None"
"7834","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2055,24735.7,"BaseMult","None"
"7835","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2060,24967.7,"BaseMult","None"
"7836","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2065,25084.8,"BaseMult","None"
"7837","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2070,25089.3,"BaseMult","None"
"7838","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2075,24997,"BaseMult","None"
"7839","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2080,24837.7,"BaseMult","None"
"7840","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2085,24626.6,"BaseMult","None"
"7841","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2090,24381.1,"BaseMult","None"
"7842","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2095,24096.5,"BaseMult","None"
"7843","None Specified","Reference","Africa_Northern","FoodDemand_Group2",2100,23782.9,"BaseMult","None"
"7844","None Specified","Reference","Africa_Northern","FoodDemand_Group3",1975,8133,"BaseMult","None"
"7845","None Specified","Reference","Africa_Northern","FoodDemand_Group3",1990,11959.7,"BaseMult","None"
"7846","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2005,15547.2,"BaseMult","None"
"7847","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2010,16839.5,"BaseMult","None"
"7848","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2015,18495.9,"BaseMult","None"
"7849","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2020,19680.1,"BaseMult","None"
"7850","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2025,20748,"BaseMult","None"
"7851","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2030,21685.2,"BaseMult","None"
"7852","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2035,22513.6,"BaseMult","None"
"7853","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2040,23247.7,"BaseMult","None"
"7854","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2045,23878.1,"BaseMult","None"
"7855","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2050,24373.1,"BaseMult","None"
"7856","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2055,24735.7,"BaseMult","None"
"7857","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2060,24967.7,"BaseMult","None"
"7858","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2065,25084.8,"BaseMult","None"
"7859","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2070,25089.3,"BaseMult","None"
"7860","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2075,24997,"BaseMult","None"
"7861","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2080,24837.7,"BaseMult","None"
"7862","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2085,24626.6,"BaseMult","None"
"7863","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2090,24381.1,"BaseMult","None"
"7864","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2095,24096.5,"BaseMult","None"
"7865","None Specified","Reference","Africa_Northern","FoodDemand_Group3",2100,23782.9,"BaseMult","None"
"7866","None Specified","Reference","Africa_Northern","FoodDemand_Group4",1975,8133,"BaseMult","None"
"7867","None Specified","Reference","Africa_Northern","FoodDemand_Group4",1990,11959.7,"BaseMult","None"
"7868","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2005,15547.2,"BaseMult","None"
"7869","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2010,16839.5,"BaseMult","None"
"7870","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2015,18495.9,"BaseMult","None"
"7871","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2020,19680.1,"BaseMult","None"
"7872","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2025,20748,"BaseMult","None"
"7873","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2030,21685.2,"BaseMult","None"
"7874","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2035,22513.6,"BaseMult","None"
"7875","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2040,23247.7,"BaseMult","None"
"7876","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2045,23878.1,"BaseMult","None"
"7877","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2050,24373.1,"BaseMult","None"
"7878","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2055,24735.7,"BaseMult","None"
"7879","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2060,24967.7,"BaseMult","None"
"7880","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2065,25084.8,"BaseMult","None"
"7881","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2070,25089.3,"BaseMult","None"
"7882","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2075,24997,"BaseMult","None"
"7883","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2080,24837.7,"BaseMult","None"
"7884","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2085,24626.6,"BaseMult","None"
"7885","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2090,24381.1,"BaseMult","None"
"7886","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2095,24096.5,"BaseMult","None"
"7887","None Specified","Reference","Africa_Northern","FoodDemand_Group4",2100,23782.9,"BaseMult","None"
"7888","None Specified","Reference","Africa_Northern","FoodDemand_Group5",1975,8133,"BaseMult","None"
"7889","None Specified","Reference","Africa_Northern","FoodDemand_Group5",1990,11959.7,"BaseMult","None"
"7890","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2005,15547.2,"BaseMult","None"
"7891","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2010,16839.5,"BaseMult","None"
"7892","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2015,18495.9,"BaseMult","None"
"7893","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2020,19680.1,"BaseMult","None"
"7894","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2025,20748,"BaseMult","None"
"7895","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2030,21685.2,"BaseMult","None"
"7896","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2035,22513.6,"BaseMult","None"
"7897","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2040,23247.7,"BaseMult","None"
"7898","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2045,23878.1,"BaseMult","None"
"7899","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2050,24373.1,"BaseMult","None"
"7900","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2055,24735.7,"BaseMult","None"
"7901","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2060,24967.7,"BaseMult","None"
"7902","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2065,25084.8,"BaseMult","None"
"7903","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2070,25089.3,"BaseMult","None"
"7904","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2075,24997,"BaseMult","None"
"7905","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2080,24837.7,"BaseMult","None"
"7906","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2085,24626.6,"BaseMult","None"
"7907","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2090,24381.1,"BaseMult","None"
"7908","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2095,24096.5,"BaseMult","None"
"7909","None Specified","Reference","Africa_Northern","FoodDemand_Group5",2100,23782.9,"BaseMult","None"
"7910","None Specified","Reference","Africa_Northern","FoodDemand_Group6",1975,8133,"BaseMult","None"
"7911","None Specified","Reference","Africa_Northern","FoodDemand_Group6",1990,11959.7,"BaseMult","None"
"7912","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2005,15547.2,"BaseMult","None"
"7913","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2010,16839.5,"BaseMult","None"
"7914","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2015,18495.9,"BaseMult","None"
"7915","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2020,19680.1,"BaseMult","None"
"7916","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2025,20748,"BaseMult","None"
"7917","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2030,21685.2,"BaseMult","None"
"7918","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2035,22513.6,"BaseMult","None"
"7919","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2040,23247.7,"BaseMult","None"
"7920","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2045,23878.1,"BaseMult","None"
"7921","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2050,24373.1,"BaseMult","None"
"7922","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2055,24735.7,"BaseMult","None"
"7923","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2060,24967.7,"BaseMult","None"
"7924","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2065,25084.8,"BaseMult","None"
"7925","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2070,25089.3,"BaseMult","None"
"7926","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2075,24997,"BaseMult","None"
"7927","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2080,24837.7,"BaseMult","None"
"7928","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2085,24626.6,"BaseMult","None"
"7929","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2090,24381.1,"BaseMult","None"
"7930","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2095,24096.5,"BaseMult","None"
"7931","None Specified","Reference","Africa_Northern","FoodDemand_Group6",2100,23782.9,"BaseMult","None"
"7932","None Specified","Reference","Africa_Northern","FoodDemand_Group7",1975,8133,"BaseMult","None"
"7933","None Specified","Reference","Africa_Northern","FoodDemand_Group7",1990,11959.7,"BaseMult","None"
"7934","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2005,15547.2,"BaseMult","None"
"7935","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2010,16839.5,"BaseMult","None"
"7936","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2015,18495.9,"BaseMult","None"
"7937","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2020,19680.1,"BaseMult","None"
"7938","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2025,20748,"BaseMult","None"
"7939","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2030,21685.2,"BaseMult","None"
"7940","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2035,22513.6,"BaseMult","None"
"7941","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2040,23247.7,"BaseMult","None"
"7942","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2045,23878.1,"BaseMult","None"
"7943","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2050,24373.1,"BaseMult","None"
"7944","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2055,24735.7,"BaseMult","None"
"7945","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2060,24967.7,"BaseMult","None"
"7946","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2065,25084.8,"BaseMult","None"
"7947","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2070,25089.3,"BaseMult","None"
"7948","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2075,24997,"BaseMult","None"
"7949","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2080,24837.7,"BaseMult","None"
"7950","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2085,24626.6,"BaseMult","None"
"7951","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2090,24381.1,"BaseMult","None"
"7952","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2095,24096.5,"BaseMult","None"
"7953","None Specified","Reference","Africa_Northern","FoodDemand_Group7",2100,23782.9,"BaseMult","None"
"7954","None Specified","Reference","Africa_Northern","FoodDemand_Group8",1975,8133,"BaseMult","None"
"7955","None Specified","Reference","Africa_Northern","FoodDemand_Group8",1990,11959.7,"BaseMult","None"
"7956","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2005,15547.2,"BaseMult","None"
"7957","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2010,16839.5,"BaseMult","None"
"7958","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2015,18495.9,"BaseMult","None"
"7959","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2020,19680.1,"BaseMult","None"
"7960","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2025,20748,"BaseMult","None"
"7961","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2030,21685.2,"BaseMult","None"
"7962","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2035,22513.6,"BaseMult","None"
"7963","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2040,23247.7,"BaseMult","None"
"7964","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2045,23878.1,"BaseMult","None"
"7965","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2050,24373.1,"BaseMult","None"
"7966","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2055,24735.7,"BaseMult","None"
"7967","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2060,24967.7,"BaseMult","None"
"7968","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2065,25084.8,"BaseMult","None"
"7969","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2070,25089.3,"BaseMult","None"
"7970","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2075,24997,"BaseMult","None"
"7971","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2080,24837.7,"BaseMult","None"
"7972","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2085,24626.6,"BaseMult","None"
"7973","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2090,24381.1,"BaseMult","None"
"7974","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2095,24096.5,"BaseMult","None"
"7975","None Specified","Reference","Africa_Northern","FoodDemand_Group8",2100,23782.9,"BaseMult","None"
"7976","None Specified","Reference","Africa_Northern","FoodDemand_Group9",1975,8133,"BaseMult","None"
"7977","None Specified","Reference","Africa_Northern","FoodDemand_Group9",1990,11959.7,"BaseMult","None"
"7978","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2005,15547.2,"BaseMult","None"
"7979","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2010,16839.5,"BaseMult","None"
"7980","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2015,18495.9,"BaseMult","None"
"7981","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2020,19680.1,"BaseMult","None"
"7982","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2025,20748,"BaseMult","None"
"7983","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2030,21685.2,"BaseMult","None"
"7984","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2035,22513.6,"BaseMult","None"
"7985","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2040,23247.7,"BaseMult","None"
"7986","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2045,23878.1,"BaseMult","None"
"7987","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2050,24373.1,"BaseMult","None"
"7988","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2055,24735.7,"BaseMult","None"
"7989","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2060,24967.7,"BaseMult","None"
"7990","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2065,25084.8,"BaseMult","None"
"7991","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2070,25089.3,"BaseMult","None"
"7992","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2075,24997,"BaseMult","None"
"7993","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2080,24837.7,"BaseMult","None"
"7994","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2085,24626.6,"BaseMult","None"
"7995","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2090,24381.1,"BaseMult","None"
"7996","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2095,24096.5,"BaseMult","None"
"7997","None Specified","Reference","Africa_Northern","FoodDemand_Group9",2100,23782.9,"BaseMult","None"
"7998","None Specified","Reference","Africa_Southern","FoodDemand_Group1",1975,5304.6,"BaseMult","None"
"7999","None Specified","Reference","Africa_Southern","FoodDemand_Group1",1990,8315.9,"BaseMult","None"
"8000","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2005,12170.1,"BaseMult","None"
"8001","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2010,13924.4,"BaseMult","None"
"8002","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2015,16044.7,"BaseMult","None"
"8003","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2020,17981,"BaseMult","None"
"8004","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2025,19971.9,"BaseMult","None"
"8005","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2030,21991,"BaseMult","None"
"8006","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2035,24006.7,"BaseMult","None"
"8007","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2040,26000.6,"BaseMult","None"
"8008","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2045,27908.7,"BaseMult","None"
"8009","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2050,29721.4,"BaseMult","None"
"8010","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2055,31392.9,"BaseMult","None"
"8011","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2060,32922.6,"BaseMult","None"
"8012","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2065,34325.4,"BaseMult","None"
"8013","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2070,35595.8,"BaseMult","None"
"8014","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2075,36709.9,"BaseMult","None"
"8015","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2080,37688.5,"BaseMult","None"
"8016","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2085,38531.9,"BaseMult","None"
"8017","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2090,39209.2,"BaseMult","None"
"8018","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2095,39727.1,"BaseMult","None"
"8019","None Specified","Reference","Africa_Southern","FoodDemand_Group1",2100,40090.9,"BaseMult","None"
"8020","None Specified","Reference","Africa_Southern","FoodDemand_Group10",1975,5304.6,"BaseMult","None"
"8021","None Specified","Reference","Africa_Southern","FoodDemand_Group10",1990,8315.9,"BaseMult","None"
"8022","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2005,12170.1,"BaseMult","None"
"8023","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2010,13924.4,"BaseMult","None"
"8024","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2015,16044.7,"BaseMult","None"
"8025","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2020,17981,"BaseMult","None"
"8026","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2025,19971.9,"BaseMult","None"
"8027","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2030,21991,"BaseMult","None"
"8028","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2035,24006.7,"BaseMult","None"
"8029","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2040,26000.6,"BaseMult","None"
"8030","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2045,27908.7,"BaseMult","None"
"8031","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2050,29721.4,"BaseMult","None"
"8032","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2055,31392.9,"BaseMult","None"
"8033","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2060,32922.6,"BaseMult","None"
"8034","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2065,34325.4,"BaseMult","None"
"8035","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2070,35595.8,"BaseMult","None"
"8036","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2075,36709.9,"BaseMult","None"
"8037","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2080,37688.5,"BaseMult","None"
"8038","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2085,38531.9,"BaseMult","None"
"8039","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2090,39209.2,"BaseMult","None"
"8040","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2095,39727.1,"BaseMult","None"
"8041","None Specified","Reference","Africa_Southern","FoodDemand_Group10",2100,40090.9,"BaseMult","None"
"8042","None Specified","Reference","Africa_Southern","FoodDemand_Group2",1975,5304.6,"BaseMult","None"
"8043","None Specified","Reference","Africa_Southern","FoodDemand_Group2",1990,8315.9,"BaseMult","None"
"8044","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2005,12170.1,"BaseMult","None"
"8045","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2010,13924.4,"BaseMult","None"
"8046","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2015,16044.7,"BaseMult","None"
"8047","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2020,17981,"BaseMult","None"
"8048","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2025,19971.9,"BaseMult","None"
"8049","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2030,21991,"BaseMult","None"
"8050","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2035,24006.7,"BaseMult","None"
"8051","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2040,26000.6,"BaseMult","None"
"8052","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2045,27908.7,"BaseMult","None"
"8053","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2050,29721.4,"BaseMult","None"
"8054","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2055,31392.9,"BaseMult","None"
"8055","None Specified","Reference","Africa_Southern","FoodDemand_Group2",2060,32922.6,"BaseMult","None"
