"","L106.income_distributions.region","L106.income_distributions.gcam.consumer","L106.income_distributions.subregional.population.share","L106.income_distributions.subregional.income.share","L106.income_distributions.year"
"1409","Argentina","d1",0.1,0.020081754,2035
"1410","Europe_Eastern","d3",0.1,0.066036448,1990
"1411","India","d8",0.1,0.116497102,2020
"1412","Indonesia","d2",0.1,0.036449826,2040
"1413","South America_Southern","d5",0.1,0.056608972,2010
"1414","Indonesia","d5",0.1,0.067107832,2025
"1415","Africa_Eastern","d3",0.1,0.049072072,2065
"1416","Colombia","d1",0.1,0.009005928,2100
"1417","Central America and Caribbean","d5",0.1,0.051175395,2035
"1418","Southeast Asia","d6",0.1,0.064002785,2025
"1419","India","d9",0.1,0.146766564,2010
"1420","Africa_Western","d2",0.1,0.031078947,2070
"1421","South Asia","d3",0.1,0.050291871,2060
"1422","South Asia","d4",0.1,0.059385421,2055
"1423","Indonesia","d7",0.1,0.097540463,2005
"1424","Taiwan","d8",0.1,0.122775816,1975
"1425","India","d5",0.1,0.037323415,2050
"1426","Brazil","d3",0.1,0.031985798,2035
"1427","India","d6",0.1,0.012686943,2095
"1428","South Africa","d2",0.1,0.011713852,2085
"1429","South America_Southern","d8",0.1,0.1113103,1975
"1430","Africa_Southern","d6",0.1,0.073867683,2055
"1431","Central America and Caribbean","d7",0.1,0.086065542,2015
"1432","Europe_Eastern","d3",0.1,0.056821045,2020
"1433","Europe_Non_EU","d2",0.1,0.030521286,2020
"1434","Argentina","d5",0.1,0.059470265,1990
"1435","Africa_Eastern","d8",0.1,0.119754568,2045
"1436","Central Asia","d2",0.1,0.029652301,2045
"1437","Southeast Asia","d2",0.1,0.02780676,2055
"1438","Africa_Eastern","d10",0.1,0.427395206,1990
"1439","Central America and Caribbean","d1",0.1,0.016240235,2080
"1440","Middle East","d1",0.1,0.018037641,2070
"1441","Europe_Eastern","d2",0.1,0.046935306,2025
"1442","Africa_Southern","d3",0.1,0.041295681,2070
"1443","Central America and Caribbean","d8",0.1,0.125524327,1990
"1444","South America_Southern","d2",0.1,0.025548853,2040
"1445","Indonesia","d5",0.1,0.065484805,2015
"1446","Indonesia","d1",0.1,0.023943023,2055
"1447","Brazil","d7",0.1,0.077751752,1975
"1448","Pakistan","d4",0.1,0.071596145,2050
"1449","Africa_Southern","d5",0.1,0.061341409,2060
"1450","Colombia","d4",0.1,0.041944944,2030
"1451","USA","d1",0.1,0.012049617,2020
"1452","Central America and Caribbean","d3",0.1,0.035315964,2050
"1453","Africa_Southern","d7",0.1,0.091078031,2050
"1454","South America_Northern","d4",0.1,0.048979735,1990
"1455","Africa_Eastern","d7",0.1,0.097500013,2050
"1456","South America_Southern","d4",0.1,0.04512899,2020
"1457","Indonesia","d9",0.1,0.14812322,1990
"1458","Africa_Northern","d5",0.1,0.068854922,2005
"1459","China","d8",0.1,0.118928232,2005
"1460","South America_Northern","d3",0.1,0.038443039,1975
"1461","Africa_Northern","d1",0.1,0.030822535,2045
"1462","Europe_Eastern","d5",0.1,0.077163043,2010
"1463","South Africa","d6",0.1,0.047204949,2020
"1464","USA","d1",0.1,0.011277733,2025
"1465","South Africa","d3",0.1,0.018384526,2060
"1466","South Africa","d5",0.1,0.035004429,2030
"1467","Middle East","d4",0.1,0.035498191,2010
"1468","USA","d1",0.1,0.013993281,2005
"1469","Indonesia","d6",0.1,0.0822291,2010
"1470","Southeast Asia","d1",0.1,0.01994016,2070
"1471","Central Asia","d7",0.1,0.091250985,2010
"1472","Europe_Non_EU","d1",0.1,0.014645535,2055
"1473","Pakistan","d6",0.1,0.087788773,2045
"1474","Africa_Southern","d4",0.1,0.051314347,2065
"1475","USA","d1",0.1,0.010718687,2030
"1476","Central America and Caribbean","d2",0.1,0.027608226,2060
"1477","Central Asia","d1",0.1,0.021675798,2065
"1478","Indonesia","d4",0.1,0.056471006,2030
"1479","Europe_Eastern","d6",0.1,0.090835332,2005
"1480","Africa_Eastern","d1",0.1,0.023869151,2085
"1481","Colombia","d2",0.1,0.021317353,2060
"1482","South America_Southern","d3",0.1,0.033896739,2030
"1483","Africa_Eastern","d10",0.1,0.347720798,2020
"1484","Indonesia","d3",0.1,0.046663787,2035
"1485","Southeast Asia","d7",0.1,0.076233499,2010
"1486","Colombia","d6",0.1,0.064052549,2010
"1487","Europe_Eastern","d4",0.1,0.063918155,1975
"1488","Russia","d1",0.1,0.022241235,2020
"1489","Colombia","d5",0.1,0.054105812,2020
"1490","USA","d1",0.1,0.010349205,2035
"1491","EU-12","d1",0.1,0.027627214,2015
"1492","Europe_Non_EU","d7",0.1,0.090411835,1975
"1493","Colombia","d5",0.1,0.054780129,2015
"1494","Australia_NZ","d1",0.1,0.025436813,1990
"1495","Brazil","d6",0.1,0.057702885,2005
"1496","Brazil","d2",0.1,0.022058762,2060
"1497","Southeast Asia","d4",0.1,0.043635162,2040
"1498","South Asia","d9",0.1,0.150928429,2030
"1499","Southeast Asia","d7",0.1,0.083024944,2020
"1500","Africa_Southern","d1",0.1,0.018193085,2095
"1501","Central Asia","d7",0.1,0.105487674,1990
"1502","Central Asia","d4",0.1,0.046281929,2030
"1503","South Africa","d7",0.1,0.07342059,1990
"1504","USA","d1",0.1,0.010062526,2040
"1505","EU-12","d2",0.1,0.056019602,1975
"1506","Africa_Western","d3",0.1,0.040607398,2065
"1507","Africa_Western","d5",0.1,0.060387921,2055
"1508","Indonesia","d7",0.1,0.095390156,2020
"1509","Africa_Western","d6",0.1,0.073891855,2050
"1510","South America_Northern","d2",0.1,0.039323014,2030
"1511","South America_Northern","d1",0.1,0.025816854,2050
"1512","Middle East","d5",0.1,0.047109098,2020
"1513","Europe_Eastern","d6",0.1,0.083472137,2015
"1514","South Korea","d3",0.1,0.053930748,1975
"1515","South Korea","d3",0.1,0.053930748,1990
"1516","Middle East","d3",0.1,0.031129611,2040
"1517","India","d7",0.1,0.080223247,2030
"1518","Central America and Caribbean","d8",0.1,0.114965583,2005
"1519","Africa_Northern","d7",0.1,0.089215487,1990
"1520","Africa_Southern","d9",0.1,0.183080247,2030
"1521","India","d5",0.1,0.016698755,2085
"1522","Africa_Eastern","d6",0.1,0.082568698,2055
"1523","Middle East","d5",0.1,0.042390964,1990
"1524","Africa_Southern","d8",0.1,0.116436655,2045
"1525","Middle East","d4",0.1,0.037843952,2030
"1526","South Africa","d6",0.1,0.071340677,1975
"1527","South America_Southern","d1",0.1,0.01711192,2060
"1528","Africa_Northern","d4",0.1,0.062984978,2010
"1529","USA","d1",0.1,0.009838219,2045
"1530","Australia_NZ","d1",0.1,0.031121117,1975
"1531","Taiwan","d1",0.1,0.032870201,2025
"1532","Argentina","d3",0.1,0.050904803,1975
"1533","Southeast Asia","d5",0.1,0.051395303,2035
"1534","India","d6",0.1,0.055789436,2040
"1535","Colombia","d3",0.1,0.031312684,2045
"1536","India","d6",0.1,0.012489727,2100
"1537","Taiwan","d2",0.1,0.049474257,1990
"1538","Africa_Northern","d4",0.1,0.061846267,2015
"1539","India","d5",0.1,0.035234944,2055
"1540","Central America and Caribbean","d7",0.1,0.084943549,2020
"1541","Africa_Northern","d5",0.1,0.072025801,2020
"1542","South Africa","d2",0.1,0.011785748,2090
"1543","Mexico","d4",0.1,0.0462,2005
"1544","South Africa","d4",0.1,0.025991775,2045
"1545","Brazil","d4",0.1,0.042720905,2025
"1546","Africa_Western","d4",0.1,0.050454733,2060
"1547","Brazil","d3",0.1,0.031942762,2040
"1548","Africa_Western","d7",0.1,0.092017182,2045
"1549","South America_Northern","d3",0.1,0.049914334,2020
"1550","Central Asia","d6",0.1,0.089431234,1975
"1551","USA","d1",0.1,0.009664181,2050
"1552","South America_Northern","d4",0.1,0.050182362,2005
"1553","Central America and Caribbean","d4",0.1,0.043515626,2045
"1554","Middle East","d2",0.1,0.025048796,2055
"1555","Central America and Caribbean","d6",0.1,0.065081408,2030
"1556","Argentina","d1",0.1,0.020326105,2040
"1557","Southeast Asia","d9",0.1,0.159469924,1990
"1558","Pakistan","d3",0.1,0.064674482,2055
"1559","Middle East","d4",0.1,0.036601449,2015
"1560","Colombia","d7",0.1,0.080463791,2005
"1561","Russia","d1",0.1,0.037389633,1975
"1562","Africa_Western","d9",0.1,0.168185348,2030
"1563","China","d6",0.1,0.077658556,2010
"1564","Africa_Eastern","d10",0.1,0.427051945,2005
"1565","USA","d1",0.1,0.009525655,2055
"1566","Europe_Non_EU","d1",0.1,0.014332495,2060
"1567","Mexico","d3",0.1,0.038082149,2020
"1568","South Asia","d6",0.1,0.078672954,2050
"1569","Africa_Southern","d2",0.1,0.031397432,2080
"1570","Mexico","d1",0.1,0.022329217,2045
"1571","Africa_Eastern","d9",0.1,0.165096443,2040
"1572","Pakistan","d8",0.1,0.114116722,2040
"1573","Russia","d1",0.1,0.035706584,1990
"1574","Mexico","d2",0.1,0.030696336,2030
"1575","Brazil","d7",0.1,0.072837771,1990
"1576","South Asia","d7",0.1,0.093828477,2045
"1577","Europe_Eastern","d1",0.1,0.031777114,2040
"1578","South Africa","d7",0.1,0.060858619,2015
"1579","Europe_Non_EU","d6",0.1,0.075822951,1990
"1580","Argentina","d2",0.1,0.03383827,2020
"1581","USA","d1",0.1,0.009412948,2060
"1582","South Korea","d1",0.1,0.029798195,2005
"1583","Europe_Non_EU","d3",0.1,0.045494168,2010
"1584","Europe_Eastern","d4",0.1,0.07630499,1990
"1585","Pakistan","d5",0.1,0.079769988,2050
"1586","Europe_Non_EU","d2",0.1,0.029954399,2025
"1587","Africa_Northern","d2",0.1,0.045038471,2035
"1588","Central Asia","d8",0.1,0.118951477,2005
"1589","Mexico","d4",0.1,0.047118848,2010
"1590","Europe_Non_EU","d4",0.1,0.051008605,2005
"1591","South Africa","d3",0.1,0.018571713,2065
"1592","Colombia","d4",0.1,0.041786494,2035
"1593","China","d1",0.1,0.023728643,2035
"1594","Africa_Eastern","d5",0.1,0.070554838,2060
"1595","Africa_Northern","d4",0.1,0.062885996,2025
"1596","South Asia","d8",0.1,0.113604604,2040
"1597","Africa_Eastern","d2",0.1,0.038216743,2075
"1598","Africa_Eastern","d10",0.1,0.391236253,2015
"1599","Pakistan","d2",0.1,0.056377543,2060
"1600","Southeast Asia","d3",0.1,0.036068509,2050
"1601","Brazil","d2",0.1,0.022071875,2065
"1602","USA","d1",0.1,0.009316516,2065
"1603","Pakistan","d9",0.1,0.142118743,2035
"1604","Africa_Eastern","d10",0.1,0.401126225,2010
"1605","Central Asia","d3",0.1,0.037932521,2040
"1606","EU-12","d3",0.1,0.060595254,1990
"1607","Colombia","d2",0.1,0.021173426,2065
"1608","Brazil","d5",0.1,0.053839793,2010
"1609","Southeast Asia","d7",0.1,0.079341692,2015
"1610","India","d9",0.1,0.160895185,2015
"1611","Colombia","d5",0.1,0.053797508,2025
"1612","South Asia","d2",0.1,0.042782647,2070
"1613","Central America and Caribbean","d1",0.1,0.016593157,2085
"1614","EU-12","d2",0.1,0.040799419,2005
"1615","Europe_Eastern","d6",0.1,0.087490168,2010
"1616","India","d5",0.1,0.032903966,2060
"1617","Japan","d2",0.1,0.04374704,1975
"1618","Europe_Eastern","d4",0.1,0.065866619,2020
"1619","Middle East","d1",0.1,0.019138484,2075
"1620","Central America and Caribbean","d5",0.1,0.053032547,2040
"1621","Indonesia","d6",0.1,0.079678185,2025
"1622","China","d4",0.1,0.058110427,2015
"1623","Africa_Northern","d3",0.1,0.05408129,2030
"1624","Central Asia","d5",0.1,0.060889622,2025
"1625","Central Asia","d2",0.1,0.031506049,2050
"1626","Pakistan","d7",0.1,0.098942212,2045
"1627","Central Asia","d1",0.1,0.022383247,2070
"1628","South America_Southern","d8",0.1,0.114689924,1990
"1629","Africa_Western","d8",0.1,0.120188448,2040
"1630","Mexico","d4",0.1,0.047152169,2015
"1631","Africa_Southern","d9",0.1,0.175127546,2035
"1632","USA","d1",0.1,0.009228136,2070
"1633","Indonesia","d2",0.1,0.037052187,2045
"1634","South Africa","d5",0.1,0.035227653,2035
"1635","Central America and Caribbean","d8",0.1,0.113748731,2010
"1636","Middle East","d5",0.1,0.041723807,1975
"1637","South Asia","d1",0.1,0.0319836,2080
"1638","South Africa","d2",0.1,0.011865225,2095
"1639","Mexico","d6",0.1,0.064830471,1990
"1640","Africa_Western","d1",0.1,0.022191584,2085
"1641","South Asia","d5",0.1,0.070694406,2055
"1642","Indonesia","d8",0.1,0.116098679,2005
"1643","Africa_Northern","d6",0.1,0.079703964,2005
"1644","Europe_Non_EU","d1",0.1,0.013995728,2065
"1645","South America_Southern","d5",0.1,0.059354782,2015
"1646","Pakistan","d1",0.1,0.041041315,2070
"1647","Mexico","d7",0.1,0.083373477,1975
"1648","Middle East","d3",0.1,0.031696404,2045
"1649","Indonesia","d10",0.1,0.299340279,1975
"1650","Brazil","d3",0.1,0.031916449,2045
"1651","India","d5",0.1,0.020623014,2080
"1652","USA","d1",0.1,0.009142561,2075
"1653","Southeast Asia","d6",0.1,0.065942044,2030
"1654","Taiwan","d9",0.1,0.147902186,1975
"1655","Indonesia","d6",0.1,0.077311538,2015
"1656","Central Asia","d7",0.1,0.091388467,2015
"1657","Africa_Northern","d1",0.1,0.03184257,2050
"1658","South Asia","d10",0.1,0.355991333,2005
"1659","South America_Southern","d2",0.1,0.026870839,2045
"1660","South America_Southern","d4",0.1,0.045195558,2025
"1661","South America_Northern","d2",0.1,0.039835551,2035
"1662","Brazil","d4",0.1,0.042503543,2030
"1663","Argentina","d4",0.1,0.051774113,2005
"1664","Japan","d1",0.1,0.026668823,1990
"1665","China","d3",0.1,0.048114128,2020
"1666","Southeast Asia","d2",0.1,0.029471835,2060
"1667","South Asia","d4",0.1,0.061324611,2060
"1668","Indonesia","d1",0.1,0.024966333,2060
"1669","Argentina","d3",0.1,0.04299785,2010
"1670","South Africa","d6",0.1,0.047437244,2025
"1671","Colombia","d3",0.1,0.031178528,2050
"1672","Europe_Eastern","d5",0.1,0.073981448,1975
"1673","South America_Southern","d3",0.1,0.03472716,2035
"1674","South Africa","d4",0.1,0.026251226,2050
"1675","South America_Northern","d3",0.1,0.048632075,2015
"1676","South Asia","d3",0.1,0.052624614,2065
"1677","USA","d1",0.1,0.00905691,2080
"1678","Middle East","d5",0.1,0.045366839,2005
"1679","Europe_Eastern","d7",0.1,0.106682054,2005
"1680","Africa_Eastern","d4",0.1,0.060914575,2065
"1681","Europe_Eastern","d3",0.1,0.056593638,2025
"1682","Russia","d1",0.1,0.021856099,2025
"1683","Colombia","d8",0.1,0.109186395,1990
"1684","Russia","d3",0.1,0.04206127,2005
"1685","Europe_Eastern","d2",0.1,0.047300329,2030
"1686","India","d5",0.1,0.030303695,2065
"1687","Brazil","d5",0.1,0.054762044,2020
"1688","South America_Northern","d3",0.1,0.050201784,2025
"1689","India","d8",0.1,0.113951369,2025
"1690","Africa_Western","d10",0.1,0.406048006,1975
"1691","South America_Northern","d1",0.1,0.026720162,2055
"1692","Middle East","d4",0.1,0.039093852,2035
"1693","India","d6",0.1,0.05380262,2045
"1694","Middle East","d5",0.1,0.048370492,2025
"1695","Central America and Caribbean","d3",0.1,0.03744897,2055
"1696","Argentina","d1",0.1,0.020807832,2045
"1697","Africa_Eastern","d3",0.1,0.050103594,2070
"1698","Africa_Northern","d5",0.1,0.071942028,2010
"1699","South America_Southern","d6",0.1,0.071217714,2010
"1700","Indonesia","d5",0.1,0.067309252,2030
"1701","Southeast Asia","d1",0.1,0.02135675,2075
"1702","Africa_Western","d2",0.1,0.032581247,2075
"1703","Indonesia","d7",0.1,0.0987959,2010
"1704","Central America and Caribbean","d7",0.1,0.084375003,2025
"1705","Brazil","d5",0.1,0.05660283,2015
"1706","Europe_Eastern","d7",0.1,0.096758301,2015
"1707","South America_Southern","d7",0.1,0.085678645,2005
"1708","USA","d1",0.1,0.008967407,2085
"1709","EU-12","d1",0.1,0.029164323,2020
"1710","Argentina","d6",0.1,0.073463268,1990
"1711","Pakistan","d4",0.1,0.073001096,2055
"1712","Africa_Northern","d6",0.1,0.082570698,2020
"1713","South Africa","d3",0.1,0.018635339,2070
"1714","India","d5",0.1,0.024184431,2075
"1715","South America_Northern","d3",0.1,0.051592066,2010
"1716","Africa_Southern","d6",0.1,0.075309224,2060
"1717","EU-15","d2",0.1,0.041190103,1975
"1718","Brazil","d2",0.1,0.022087193,2070
"1719","Argentina","d3",0.1,0.043573363,2015
"1720","Middle East","d2",0.1,0.026394668,2060
"1721","Africa_Northern","d5",0.1,0.071405286,2015
"1722","Africa_Eastern","d1",0.1,0.024139407,2090
"1723","India","d5",0.1,0.027403501,2070
"1724","Southeast Asia","d4",0.1,0.045002508,2045
"1725","Europe_Non_EU","d2",0.1,0.029462127,2030
"1726","Africa_Eastern","d10",0.1,0.344122841,2025
"1727","Europe_Non_EU","d1",0.1,0.013650818,2070
"1728","Africa_Eastern","d8",0.1,0.120315217,2050
"1729","Pakistan","d6",0.1,0.088696559,2050
"1730","Central America and Caribbean","d2",0.1,0.029432884,2065
"1731","Africa_Southern","d7",0.1,0.092686643,2055
"1732","Africa_Southern","d3",0.1,0.042661223,2075
"1733","Central America and Caribbean","d6",0.1,0.065671453,2035
"1734","Indonesia","d3",0.1,0.046952892,2040
"1735","Taiwan","d2",0.1,0.05110897,2020
"1736","China","d2",0.1,0.037945062,2025
"1737","South Asia","d9",0.1,0.149726761,2035
"1738","USA","d1",0.1,0.008870478,2090
"1739","Southeast Asia","d8",0.1,0.108894739,2005
"1740","USA","d1",0.1,0.017196634,2010
"1741","Europe_Non_EU","d3",0.1,0.040364226,2015
"1742","Africa_Southern","d1",0.1,0.018644407,2100
"1743","India","d7",0.1,0.078268821,2035
"1744","South Korea","d4",0.1,0.063931422,1975
"1745","South Korea","d4",0.1,0.063931422,1990
"1746","South America_Southern","d1",0.1,0.01808471,2065
"1747","Africa_Southern","d5",0.1,0.062994999,2065
"1748","Indonesia","d4",0.1,0.056806699,2035
"1749","South America_Northern","d5",0.1,0.061155214,1990
"1750","South Africa","d2",0.1,0.011952422,2100
"1751","Central Asia","d4",0.1,0.047599291,2035
"1752","Southeast Asia","d5",0.1,0.052449282,2040
"1753","Mexico","d3",0.1,0.039211391,2025
"1754","EU-12","d3",0.1,0.06727675,1975
"1755","EU-15","d1",0.1,0.029911254,1990
"1756","Colombia","d4",0.1,0.041654513,2040
"1757","Colombia","d2",0.1,0.021017677,2070
"1758","South America_Southern","d5",0.1,0.05672123,2020
"1759","Africa_Eastern","d7",0.1,0.098549343,2055
"1760","Europe_Eastern","d5",0.1,0.086626362,1990
"1761","USA","d1",0.1,0.00876246,2095
"1762","Europe_Eastern","d1",0.1,0.032078015,2045
"1763","Central Asia","d6",0.1,0.084304343,2020
"1764","Africa_Southern","d4",0.1,0.052759042,2070
"1765","Brazil","d3",0.1,0.031905647,2050
"1766","Colombia","d5",0.1,0.053529666,2030
"1767","USA","d1",0.1,0.008640127,2100
"1768","Central Asia","d1",0.1,0.023033833,2075
"1769","Southeast Asia","d7",0.1,0.085023432,2025
"1770","Africa_Southern","d8",0.1,0.117060463,2050
"1771","Argentina","d2",0.1,0.034217426,2025
"1772","Central America and Caribbean","d8",0.1,0.112285764,2015
"1773","Africa_Northern","d5",0.1,0.072246434,2025
"1774","Mexico","d2",0.1,0.032403868,2035
"1775","Argentina","d4",0.1,0.061806296,1975
"1776","Middle East","d3",0.1,0.032465831,2050
"1777","Central Asia","d7",0.1,0.107737833,1975
"1778","Indonesia","d8",0.1,0.117741514,2020
"1779","Central Asia","d8",0.1,0.130746723,1990
"1780","Central America and Caribbean","d4",0.1,0.04586133,2050
"1781","Colombia","d6",0.1,0.068086655,2020
"1782","South America_Northern","d4",0.1,0.060317866,2020
"1783","South America_Northern","d4",0.1,0.04964081,1975
"1784","Colombia","d6",0.1,0.068637751,2015
"1785","Brazil","d4",0.1,0.042411095,2035
"1786","Africa_Southern","d9",0.1,0.170218259,2040
"1787","Africa_Western","d6",0.1,0.074962625,2055
"1788","Africa_Northern","d2",0.1,0.045697041,2040
"1789","Central America and Caribbean","d1",0.1,0.016912803,2090
"1790","Africa_Northern","d8",0.1,0.110399204,1990
"1791","Taiwan","d3",0.1,0.060726791,1990
"1792","Europe_Non_EU","d1",0.1,0.013310928,2075
"1793","South Korea","d1",0.1,0.029452475,2010
"1794","South Africa","d7",0.1,0.088153384,1975
"1795","Africa_Western","d5",0.1,0.061741979,2060
"1796","South Africa","d5",0.1,0.035525665,2040
"1797","Europe_Eastern","d7",0.1,0.100393702,2010
"1798","Middle East","d1",0.1,0.020187981,2080
"1799","Africa_Western","d3",0.1,0.042188416,2070
"1800","Central America and Caribbean","d9",0.1,0.174645687,1975
"1801","Colombia","d7",0.1,0.081924577,2010
"1802","Europe_Non_EU","d3",0.1,0.040645936,2020
"1803","Africa_Western","d7",0.1,0.092607265,2050
"1804","Europe_Eastern","d5",0.1,0.07582481,2020
"1805","Taiwan","d1",0.1,0.029284295,2005
"1806","Central Asia","d2",0.1,0.033368788,2055
"1807","Africa_Western","d9",0.1,0.167921968,2035
"1808","Taiwan","d1",0.1,0.03304571,2030
"1809","Pakistan","d10",0.1,0.275668375,2020
"1810","South Asia","d6",0.1,0.080605511,2055
"1811","South Africa","d4",0.1,0.0264443,2055
"1812","EU-12","d4",0.1,0.07056087,1990
"1813","Pakistan","d8",0.1,0.114185148,2045
"1814","Mexico","d5",0.1,0.0573,2005
"1815","South Asia","d7",0.1,0.095467395,2050
"1816","Middle East","d6",0.1,0.059431549,2020
"1817","Pakistan","d3",0.1,0.066253687,2060
"1818","China","d1",0.1,0.024611389,2040
"1819","China","d9",0.1,0.157243362,2005
"1820","Colombia","d3",0.1,0.031035921,2055
"1821","Africa_Western","d4",0.1,0.051614127,2065
"1822","South America_Northern","d2",0.1,0.040378626,2040
"1823","South America_Northern","d5",0.1,0.062158552,2005
"1824","Africa_Eastern","d6",0.1,0.083886611,2060
"1825","Brazil","d2",0.1,0.022095995,2075
"1826","China","d7",0.1,0.095418476,2010
"1827","Central Asia","d3",0.1,0.040145368,2045
"1828","South Africa","d3",0.1,0.018716963,2075
"1829","Africa_Southern","d2",0.1,0.032335908,2085
"1830","India","d6",0.1,0.01909524,2090
"1831","South Africa","d8",0.1,0.082551189,2005
"1832","Southeast Asia","d3",0.1,0.037799234,2055
"1833","South America_Northern","d3",0.1,0.050354076,2030
"1834","South Asia","d8",0.1,0.114629198,2045
"1835","Africa_Northern","d4",0.1,0.063607884,2030
"1836","Mexico","d1",0.1,0.024792107,2050
"1837","India","d6",0.1,0.051563465,2050
"1838","South Africa","d8",0.1,0.077207721,2010
"1839","Pakistan","d5",0.1,0.081018185,2055
"1840","India","d7",0.1,0.015908442,2100
"1841","Africa_Northern","d3",0.1,0.054927237,2035
"1842","Africa_Eastern","d9",0.1,0.164664464,2045
"1843","Europe_Non_EU","d2",0.1,0.029051065,2035
"1844","Pakistan","d9",0.1,0.141586307,2040
"1845","Middle East","d4",0.1,0.040193405,2040
"1846","Brazil","d5",0.1,0.054511479,2025
"1847","Africa_Northern","d7",0.1,0.093632258,2005
"1848","Central America and Caribbean","d5",0.1,0.055214584,2045
"1849","EU-12","d1",0.1,0.028610794,2025
"1850","Middle East","d5",0.1,0.048025435,2010
"1851","Africa_Southern","d10",0.1,0.48311377,1975
"1852","Africa_Western","d10",0.1,0.443374422,1990
"1853","Brazil","d8",0.1,0.106862836,1975
"1854","Mexico","d5",0.1,0.058023209,2010
"1855","Indonesia","d7",0.1,0.09560717,2025
"1856","Southeast Asia","d8",0.1,0.109278747,2020
"1857","South America_Southern","d4",0.1,0.045582453,2030
"1858","Europe_Non_EU","d7",0.1,0.094236435,1990
"1859","China","d5",0.1,0.069831908,2015
"1860","Argentina","d1",0.1,0.02165189,2050
"1861","Russia","d1",0.1,0.021520383,2030
"1862","South Africa","d6",0.1,0.047781772,2030
"1863","Mexico","d4",0.1,0.048129946,2020
"1864","Europe_Non_EU","d1",0.1,0.012968927,2080
"1865","Indonesia","d2",0.1,0.038155581,2050
"1866","Brazil","d3",0.1,0.031906336,2055
"1867","Europe_Eastern","d6",0.1,0.085955941,1975
"1868","Colombia","d9",0.1,0.164413137,1975
"1869","Pakistan","d2",0.1,0.057996734,2065
"1870","South Asia","d2",0.1,0.044547893,2075
"1871","Colombia","d2",0.1,0.02084369,2075
"1872","South America_Northern","d1",0.1,0.027659614,2060
"1873","Pakistan","d7",0.1,0.099528127,2050
"1874","Africa_Northern","d1",0.1,0.03303432,2055
"1875","Central America and Caribbean","d9",0.1,0.175310864,1990
"1876","Africa_Northern","d6",0.1,0.082562749,2010
"1877","Europe_Non_EU","d5",0.1,0.063580457,2005
"1878","Africa_Northern","d8",0.1,0.124439745,1975
"1879","Africa_Eastern","d2",0.1,0.038963397,2080
"1880","Mexico","d5",0.1,0.05706053,2015
"1881","Europe_Non_EU","d4",0.1,0.057050247,2010
"1882","South America_Southern","d3",0.1,0.03578513,2040
"1883","Middle East","d5",0.1,0.049795507,2030
"1884","Central Asia","d5",0.1,0.061668116,2030
"1885","Europe_Non_EU","d8",0.1,0.121788224,1975
"1886","Middle East","d6",0.1,0.055935556,1990
"1887","South Asia","d1",0.1,0.033393335,2085
"1888","South Asia","d5",0.1,0.072360016,2060
"1889","Southeast Asia","d6",0.1,0.067675669,2035
"1890","Africa_Western","d8",0.1,0.120261148,2045
"1891","India","d9",0.1,0.169851449,2020
"1892","Europe_Eastern","d4",0.1,0.066260124,2025
"1893","Pakistan","d1",0.1,0.041932502,2075
"1894","Central America and Caribbean","d7",0.1,0.08488101,2030
"1895","Indonesia","d7",0.1,0.092344581,2015
"1896","South Africa","d7",0.1,0.065856423,2020
"1897","Africa_Northern","d6",0.1,0.081688026,2015
"1898","South America_Southern","d2",0.1,0.02844547,2050
"1899","Middle East","d2",0.1,0.027829433,2065
"1900","Africa_Eastern","d5",0.1,0.071662046,2065
"1901","Canada","d1",0.1,0.030721466,1990
"1902","Colombia","d4",0.1,0.041517891,2045
"1903","Indonesia","d1",0.1,0.026267345,2065
"1904","Central America and Caribbean","d8",0.1,0.112604961,2020
"1905","Africa_Western","d1",0.1,0.023164511,2090
"1906","Europe_Eastern","d2",0.1,0.047263588,2035
"1907","Brazil","d6",0.1,0.067063938,2010
"1908","Europe_Eastern","d1",0.1,0.032155798,2050
"1909","Central Asia","d1",0.1,0.023587821,2080
"1910","Brazil","d4",0.1,0.042365863,2040
"1911","Southeast Asia","d2",0.1,0.031342155,2065
"1912","Central Asia","d8",0.1,0.127738553,2010
"1913","Middle East","d5",0.1,0.048187518,2015
"1914","Japan","d3",0.1,0.054596766,1975
"1915","Europe_Eastern","d8",0.1,0.127239331,2005
"1916","South Asia","d10",0.1,0.344072085,2010
"1917","Europe_Eastern","d6",0.1,0.09809486,1990
"1918","Colombia","d5",0.1,0.053368802,2035
"1919","Colombia","d8",0.1,0.106302164,2005
"1920","EU-12","d4",0.1,0.076849072,1975
"1921","Africa_Northern","d7",0.1,0.096979323,2020
"1922","Colombia","d6",0.1,0.067821324,2025
"1923","China","d4",0.1,0.058323687,2020
"1924","Middle East","d3",0.1,0.033513429,2055
"1925","South Asia","d4",0.1,0.063365643,2065
"1926","Indonesia","d6",0.1,0.079854129,2030
"1927","USA","d2",0.1,0.038181695,1975
"1928","Central America and Caribbean","d6",0.1,0.066924864,2040
"1929","Europe_Eastern","d3",0.1,0.056956817,2030
"1930","South America_Southern","d6",0.1,0.073843459,2015
"1931","Southeast Asia","d1",0.1,0.022876101,2080
"1932","Brazil","d2",0.1,0.022095555,2080
"1933","South Korea","d5",0.1,0.074258917,1975
"1934","South Korea","d5",0.1,0.074258917,1990
"1935","Europe_Non_EU","d1",0.1,0.012612609,2085
"1936","South America_Northern","d4",0.1,0.060445082,2025
"1937","Argentina","d5",0.1,0.063418291,2005
